BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;LIQUIDITEIT (CURRENT RATIO);RENTABILITEIT;SOLVABILITEIT 1;SOLVABILITEIT 2;ALGEMENE RESERVE / TOTALE BATEN;BELEGGINGEN (T.O.V. EV);CONTRACTACTIVITEITEN / RIJKSBIJDRAGE;CONTRACTACTIVITEITEN / TOTALE BATEN;EIGEN VERMOGEN / TOTALE BATEN;INVESTERING HUISVESTING / TOTALE BATEN;INVESTERINGEN (INVENT.+APP.) / TOTALE BATEN;KAPITALISATIEFACTOR;LIQUIDITEIT (QUICK RATIO);OV. OVERHEIDSBIJDRAGEN / TOT. BATEN;PERSONEEL / RIJKSBIJDRAGEN;PERSONELE LASTEN / TOTALE LASTEN;RIJKSBIJDRAGEN / TOTALE BATEN;VOORZIENINGEN /TOTALE BATEN;WEERSTANDSVERMOGEN (-/- MVA);WEERSTANDSVERMOGEN VO TOTALE BN.;WERKKAPITAAL / TOTALE BATEN;HUISVESTINGSLASTEN / TOTALE LASTEN;WERKKAPITAAL;(KORTL. SCHULDEN / TOTALE BATEN) * 365;(VORDERINGEN / TOTALE BATEN) * 365
13739;SSG3;Stichting RSG  Harderwijk;2013;1,48;7,6;0,64;0,81;23,2;0;0;0;29,1;2,5;6,3;24,32;1,48;4,9;80,4;77,6;89,3;7,8;-4;29,1;4,2;7,9;728.000,00;32;13
13749;SSG2;Stg Gem Gymnasium Hilversum;2009;0,98;2;0,34;0,57;0,9;0;0;0;12,4;2,1;3,1;-3,39;0,98;3,6;87,3;81,3;91,3;8,3;0,1;12,4;-0,3;6,5;-15.089,00;56;6
13749;SSG2;Stg Gem Gymnasium Hilversum;2010;1,14;0,9;0,31;0,52;0,9;0;0;0;12,6;0,7;0,2;5,76;0,74;2,6;86,2;80,2;92,3;8,2;2,5;12,6;2,3;7,2;137.510,00;60;3
13749;SSG2;Stg Gem Gymnasium Hilversum;2011;1,65;0;0,26;0,51;0,9;0;0;0;11,8;1,7;0,5;12,73;1,36;0;86,3;82,7;95,8;11,1;1,3;11,8;12,4;8,7;726.981,00;70;22
13749;SSG2;Stg Gem Gymnasium Hilversum;2012;1,42;1,1;0,26;0,46;0,8;0;0;0;11,9;1,7;34,8;-15,52;1,24;2,8;81;76,5;93,4;9,2;-0,2;11,9;9;5;581.251,00;78;25
13749;SSG2;Stg Gem Gymnasium Hilversum;2013;1,75;3,9;0,34;0,53;0,7;0;0;0;14,9;1,6;1,6;-10,3;1,59;2,8;80,8;78,7;93,6;8,3;4,8;14,9;12,8;5,1;891.800,00;62;12
20151;SSG5;Ver. Chr. VO Rotterdam e.o.;2009;0,51;1,7;0,3;0,42;6,1;1,1;0;0;19,5;1,5;3,5;52,47;0,51;2,7;81;74,5;90,4;8;-26,6;19,5;-15,3;6,1;-25.794.300,00;114;10
20151;SSG5;Ver. Chr. VO Rotterdam e.o.;2010;0,66;0,4;0,34;0,45;6,5;0,3;0;0;20,7;0,9;0,1;40,92;0,66;2,6;81,2;74,7;91,6;6,7;-18,2;20,7;-9,3;6,4;-16.136.600,00;100;12
20151;SSG5;Ver. Chr. VO Rotterdam e.o.;2011;0,72;-1,2;0,29;0,44;-1,5;0,5;0;0;13,8;1,8;1,6;27,52;0,72;4,4;84;74,3;89,6;7,3;-20,8;13,8;-5,8;6,3;-10.369.800,00;76;15
20151;SSG5;Ver. Chr. VO Rotterdam e.o.;2012;0,62;-0,8;0,24;0,4;-1,4;0,5;0;0;13,1;1,2;0,4;35,03;0,62;3,7;85;76,3;90,5;8,2;-25,7;13,1;-10,3;5,7;-18.069.100,00;100;12
20151;SSG5;Ver. Chr. VO Rotterdam e.o.;2013;1,12;0,9;0,24;0,4;-0,5;0,5;0;0;13,7;1,1;0,3;41,18;1,12;3,9;83,2;75,9;90,4;9,5;-17,5;13,7;3;6;5.364.700,00;92;18
20187;SSG4;Stg. v. Chr. VO in het Gooi;2009;1,41;0,3;0,58;0,84;0;111,1;0;0;52,9;0,9;0;89,26;1,41;0,3;86,2;82,2;94,9;22,8;44,3;52,9;6,1;5,3;1.072.655,00;54;33
20187;SSG4;Stg. v. Chr. VO in het Gooi;2010;2,75;0,2;0,57;0,79;0;51,7;0;0;53,7;2,1;0;93,25;2,75;0,2;85,5;81,1;94,9;20,4;45,1;53,7;35,4;5,3;6.458.796,00;74;84
20187;SSG4;Stg. v. Chr. VO in het Gooi;2011;1,87;-8,6;0,65;0,76;43,3;50,2;0;0;43,3;6;90,4;65,04;1,87;0,2;82,7;71,4;93,6;7,2;30,5;43,3;13,9;15,9;2.631.106,00;59;92
20187;SSG4;Stg. v. Chr. VO in het Gooi;2012;3,28;0,8;0,71;0,84;47,2;24,4;0;0;47,2;3,8;0;64,93;3,28;0,2;84,1;81,7;96;8,5;28,7;47,2;24,5;5,1;4.303.955,00;39;84
20187;SSG4;Stg. v. Chr. VO in het Gooi;2013;4,82;2,3;0,71;0,84;46,3;0;0;0;46,3;0,8;0;64,35;4,82;0,3;80,9;79,9;96,4;9;31,8;46,3;39,6;6,6;7.454.125,00;38;52
20281;SSG5; Lucas Onderwijs;2009;0,59;0,8;0,41;0,6;4,5;84,8;0;0;14;2,5;1,7;27,07;0,59;2,1;87,9;78,6;89;6,2;0,1;14;-5,5;6,9;-12.506.020,00;50;17
20281;SSG5; Lucas Onderwijs;2010;0,41;-1,4;0,44;0,56;2,9;82,9;0;0;14,6;1,8;1,4;25,73;0,41;2,6;90;80;90,4;4;-0,7;14,6;-8,7;6,4;-19.587.132,00;54;13
20281;SSG5; Lucas Onderwijs;2011;0,44;-1,8;0,4;0,56;2,6;73,8;0;0;12,7;-0,1;0,5;23,97;0,44;3;90;80;90,5;5,1;-3,8;12,7;-7,8;6,5;-17.716.309,00;51;18
20281;SSG5; Lucas Onderwijs;2012;0,41;0;0,38;0,57;3,9;77;0;0;12,4;1,2;0,4;25,53;0,41;3,2;88;79,8;90,8;6,6;-5,4;12,4;-8,3;7;-19.329.106,00;51;15
20281;SSG5; Lucas Onderwijs;2013;1,03;4,9;0,48;0,69;3,8;46;0;0;16,7;1,1;1,3;27,13;1,03;4,1;83,7;79,5;90,1;7,4;1,1;16,7;0,3;7,3;852.682,00;39;12
23155;SSG2;Stg. Kath. Ond. St. Liduina;2009;4,43;2,5;0,71;0,81;24,3;0;0;0;55,3;2,7;-0,2;71,37;4,43;0,2;75,7;74,6;96,1;7,9;38,9;55,3;46,3;9,2;4.296.229,00;49;6
23155;SSG2;Stg. Kath. Ond. St. Liduina;2010;2,88;-9;0,69;0,75;25,1;0;0;0;49,4;1;4,6;62,16;2,88;0;82,3;72,3;95,8;3,6;31,7;49,4;34;10,8;3.075.836,00;66;6
23155;SSG2;Stg. Kath. Ond. St. Liduina;2011;3,4;-5,1;0,73;0,8;20,5;0;0;0;42,8;2,4;3,9;48,3;3,4;0;81;73,1;94,9;4,1;24,5;42,8;27,4;5,2;2.555.047,00;42;4
23155;SSG2;Stg. Kath. Ond. St. Liduina;2012;3,67;-2,2;0,69;0,8;23,4;0;0;0;40,3;0,5;0,3;51,09;3,67;0;83,2;77,4;95,1;6,3;26,7;40,3;31,7;6,1;2.976.436,00;43;6
23155;SSG2;Stg. Kath. Ond. St. Liduina;2013;4,05;1,8;0,7;0,82;24,3;0;0;0;40,4;3;1,8;51,63;4,05;0;79,9;77,5;95,2;7,1;26,5;40,4;32,3;5,7;3.165.365,00;39;10
26093;SSG3;KSE Etten-Leur;2009;1,38;-1,1;0,35;0,55;32;0;0;0;32,1;4,1;4,7;43,08;1,38;5,3;85,4;73,9;87,5;17,6;-39,9;32,1;6,2;7,1;1.013.508,00;59;6
26093;SSG3;KSE Etten-Leur;2010;1,02;-2,5;0,37;0,42;34,2;0;0;0;34,4;3,7;13,5;38,94;1,02;5,3;82,4;72,5;90,3;4,6;-44;34,4;0,4;9;72.442,00;66;7
26093;SSG3;KSE Etten-Leur;2011;1,13;-0,7;0,38;0,43;33,8;0;0;0;34,7;1,6;1;39,68;1,13;6,2;84,5;74,7;89,1;5,1;-41,4;34,7;2,2;5,7;375.126,00;64;6
26093;SSG3;KSE Etten-Leur;2012;1,32;2;0,4;0,46;34,8;0;0;0;35,6;2,8;1,2;42,13;1,32;6;81;73,8;89,3;5,6;-33,9;35,6;5,5;7,2;954.545,00;63;3
26093;SSG3;KSE Etten-Leur;2013;1,48;5,2;0,45;0,5;40;0;0;0;40,2;2,1;0,9;45,7;1,48;6;78,2;74,5;90,3;4,2;-22,4;40,2;9;6,8;1.583.034,00;69;4
26157;SSG4;Stg. Montessori SGM A'dam;2009;1,54;-2,6;0,29;0,51;9,2;0;0;0;9,2;1,8;0,4;28,19;1,54;4;88,2;76,3;88,9;6,9;1,7;9,2;8,5;8,9;2.410.703,00;57;30
26157;SSG4;Stg. Montessori SGM A'dam;2010;1,15;-2,5;0,25;0,47;6,5;0;0;0;6,5;1,9;0,8;22,21;1,15;2,5;85,5;75,5;90,5;5,7;-4,1;6,5;2,1;8,7;592.982,00;50;30
26157;SSG4;Stg. Montessori SGM A'dam;2011;1,07;4;0,23;0,44;5,8;0;0;0;5,8;1,7;0;21,66;1,07;1,6;80,6;77,8;92,7;5,2;-4,5;5,8;1;8,5;305.948,00;51;7
26157;SSG4;Stg. Montessori SGM A'dam;2012;1,44;4,8;0,37;0,55;10,1;0;0;0;10,1;2,7;0;25;1,44;1,8;77,8;75,8;92,7;5,1;0,4;10,1;5,5;8,3;1.784.593,00;45;14
26157;SSG4;Stg. Montessori SGM A'dam;2013;1,64;4;0,43;0,6;13,8;0;0;0;13,8;2,1;1,4;28,51;1,64;2,1;78,8;76;92,6;5,5;2,9;13,8;8,2;8,4;2.767.108,00;47;44
26898;SSG2;Het Amsterdams Lyceum;2009;1,4;0,3;0,63;0,78;7,9;28,6;0;0;37,9;1;0;39,57;1,4;2,8;82,6;71,7;87,9;8,5;8,2;37,9;5,2;6,2;402.863,00;48;26
26898;SSG2;Het Amsterdams Lyceum;2010;1,03;0,9;0,63;0,74;4,2;31,2;0;0;32,4;2,7;0;32,84;1,03;7,7;83,6;68,6;81,9;5,6;5,7;32,4;0,3;13;29.896,00;48;9
26898;SSG2;Het Amsterdams Lyceum;2011;0,82;-0,5;0,64;0,69;3,9;31,9;0;0;33,2;2,2;0;32,92;0,82;3,5;88,6;74,4;84,8;2,9;5,5;33,2;-2,9;7,3;-240.988,00;58;14
26898;SSG2;Het Amsterdams Lyceum;2012;0,83;0,3;0,7;0,76;4;29,9;0;0;36,3;0,7;3,8;29,15;0,83;2,2;88,5;75,7;86,1;2,9;6,8;36,3;-2,1;6,4;-178.138,00;46;7
26898;SSG2;Het Amsterdams Lyceum;2013;1,4;5,1;0,7;0,75;3,9;21,1;0;0;39,7;1,4;0,2;35,27;1,4;2,5;82,2;75,3;87,3;3,1;12,5;39,7;5,7;7,3;498.530,00;52;13
28212;SSG3;Stg. Vrije School NO-Ned.;2009;0,78;0,4;0,34;0,37;4,8;0;0;0;15;1;0;15,75;0,78;0,4;87,5;80,7;91,9;1,1;-21,7;15;-2,5;6;-354.084,00;42;5
28212;SSG3;Stg. Vrije School NO-Ned.;2010;0,37;-3,2;0,29;0,32;1,6;0;0;0;12,1;1,6;2,1;11,62;0,37;0,3;89,8;80,5;92,5;1,1;-26,8;12,1;-7,6;5,9;-1.062.365,00;44;6
28212;SSG3;Stg. Vrije School NO-Ned.;2011;0,8;-2,6;0,17;0,25;3,1;0;0;0;4,9;0,7;0;17,11;0,8;0,6;90,4;80,9;91,7;2,3;-14,8;4,9;-2,6;5,3;-354.410,00;47;25
28212;SSG3;Stg. Vrije School NO-Ned.;2012;1,22;3,9;0,26;0,35;7;0;0;0;8,7;0,7;0;22,1;1,22;0,3;85;80,3;90,8;3;-9,2;8,7;2,9;6,6;408.241,00;48;23
28212;SSG3;Stg. Vrije School NO-Ned.;2013;1,4;2;0,3;0,42;6,9;0;0;0;10,1;2,1;0,2;23,45;1,4;0,1;86,8;81,3;91,8;4;-7,4;10,1;4,8;6;728.902,00;44;27
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2009;0,75;2,5;0,51;0,6;3,2;0;0;0;17,5;1,5;2;26,38;0,74;0;84,5;82,2;94,8;3,2;-1,3;17,5;-3,4;4,7;-301.648,00;51;13
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2010;0,57;0,1;0,44;0,52;1,2;0;0;0;13;0,7;3,2;19,3;0,56;0;84,7;80,7;95,5;2,3;-8,8;13;-6,1;4,1;-556.889,00;52;10
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2011;0,73;1,8;0,45;0,5;7,9;0;0;0;14,4;0,6;1;22,36;0,71;0;82,9;80,4;95,4;1,7;-6,3;14,4;-4,3;3,9;-409.692,00;58;9
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2012;0,96;3,9;0,49;0,55;11,5;0;0;0;17,4;0,7;1,2;25,98;0,95;0;80,7;80,5;96;2;-2,6;17,4;-0,6;3,3;-56.884,00;58;8
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2013;1,29;5;0,58;0,61;16,3;0;0;0;21,5;1;1,8;27,72;1,28;0;79,1;79,1;95,1;1,3;3;21,5;4,2;3,9;446.190,00;53;10
29187;SSG4;Onderwijs Stg. de Kempen;2009;2,03;7,6;0,59;0,67;5,4;3,8;0;0;88,5;5,6;2,7;69,9;2,03;7,4;83,9;76,2;87,9;11,9;-6,9;88,5;26,3;5,3;5.589.825,00;93;25
29187;SSG4;Onderwijs Stg. de Kempen;2010;2,52;-0,4;0,62;0,68;13,7;1;0;0;90,4;2,5;0,2;69,98;2,52;7,3;85,5;75,9;89,4;8,5;1,9;90,4;34;5,1;7.358.789,00;82;24
29187;SSG4;Onderwijs Stg. de Kempen;2011;2,87;0,6;0,64;0,7;12,7;0;0;0;90,6;2,8;1,9;66,59;2,87;7,2;85,3;76,8;89,6;8,4;3,1;90,6;34,6;5,5;7.525.261,00;68;10
29187;SSG4;Onderwijs Stg. de Kempen;2012;2,44;0,5;0,65;0,71;12,6;0;0;0;89,8;3,8;0,3;68,1;2,44;7,1;85,3;77;89,8;8,2;-3;89,8;27,5;5,1;6.053.735,00;70;14
29187;SSG4;Onderwijs Stg. de Kempen;2013;2,44;0,2;0,67;0,72;29,4;0;0;0;87,8;4,4;0,2;53,35;2,44;8,3;85,3;76,1;89;7,7;-5,1;87,8;23,4;6;5.278.767,00;59;14
29278;SSG3;Stg. Kath. VO De Breul;2009;2,78;0,3;0,56;0,76;14,2;0;0;0;29,8;2,9;0;47,11;2,78;0,1;84,8;79,1;93;10,5;13,6;29,8;23,1;9,1;2.289.230,00;47;50
29278;SSG3;Stg. Kath. VO De Breul;2010;2,64;0,4;0,6;0,74;17;0;0;0;32,2;0,8;0;47,81;2,64;0;87,7;81,7;92,8;7,4;16,7;32,2;22,8;6,4;2.322.949,00;51;43
29278;SSG3;Stg. Kath. VO De Breul;2011;2,34;-0,8;0,57;0,7;16,3;0;0;0;31,1;0,9;0;49,29;2,34;0;91,8;84;92,2;7,2;16,1;31,1;22;4,3;2.227.642,00;60;46
29278;SSG3;Stg. Kath. VO De Breul;2012;1,98;0,3;0,55;0,72;8,7;0;0;0;23,2;4,1;0;37,28;1,98;0;92,3;84,7;91,4;7;5,2;23,2;11,8;4,6;1.212.686,00;44;4
29278;SSG3;Stg. Kath. VO De Breul;2013;2;3,3;0,51;0,65;11,6;0;0;0;25,5;4,1;8,2;37,52;2;0;86,7;83,6;93,3;6,7;-2,1;25,5;11,2;5,4;1.212.087,00;41;4
29850;SSG1;Stg Chr PRO Hardenberg;2009;5,06;10;0,78;0,84;42,7;0;0;0;53,3;2,8;0;67,67;5,06;0,9;72,1;77,7;97;3,8;43;53,3;45,4;7,1;942.045,00;41;6
29850;SSG1;Stg Chr PRO Hardenberg;2010;4,7;1,9;0,8;0,82;47,6;0;0;0;59,4;1,3;0;73,62;4,7;0,8;79,1;78,3;97;1,3;50,1;59,4;49,9;4;1.006.453,00;49;5
29850;SSG1;Stg Chr PRO Hardenberg;2011;3,88;1,6;0,76;0,78;26,8;0;0;0;61,2;1,1;0;80,08;3,88;0,8;86,9;83,1;94;1,2;54,3;61,2;52,2;3,3;1.048.898,00;66;9
29850;SSG1;Stg Chr PRO Hardenberg;2012;6,72;12,8;0,86;0,87;34,1;0;0;0;67,9;1,6;0;78,59;6,72;3,6;89,1;81,1;79,5;0,6;74,5;67,9;59,8;3,7;1.335.218,00;38;11
29850;SSG1;Stg Chr PRO Hardenberg;2013;7,68;-1,3;0,87;0,88;36,7;0;0;0;73;1,2;1,2;82,72;7,68;1,2;94,2;77,9;83,8;1,4;75,7;73;64,8;5;1.322.221,00;35;33
30101;SSG4;Stg. VO Regio Schijndel;2009;0,45;0,7;0,22;0,46;4,8;21,2;0;0;7,7;3;0;33,65;0,45;0;87;82,2;93,8;8,4;-12;7,7;-10,4;5,3;-2.116.857,00;69;9
30101;SSG4;Stg. VO Regio Schijndel;2010;0,77;3,1;0,2;0,39;6,7;23,4;0;0;6,7;1,2;0;32,41;0,77;0,2;82,9;81;94,7;6,4;-10,2;6,7;-4,8;5,4;-1.037.197,00;75;11
30101;SSG4;Stg. VO Regio Schijndel;2011;1,13;2,9;0,28;0,48;9,6;0;0;0;9,6;1,1;0;33,1;1,13;0,2;82,2;80,3;95;6,7;-4,6;9,6;2,3;5,2;505.790,00;66;9
30101;SSG4;Stg. VO Regio Schijndel;2012;2,03;3,6;0,38;0,58;12;0;0;0;12,8;0,9;0;33,81;2,03;0,9;78;76,1;94,1;6,9;8,1;12,8;14,5;4,8;3.272.124,00;51;9
30101;SSG4;Stg. VO Regio Schijndel;2013;2,85;10,4;0,53;0,68;22,7;0;0;0;23,1;0,9;0;43,95;2,85;0,6;77,4;80,9;93,6;6,9;20,2;23,1;25,8;5;5.885.253,00;51;15
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2009;2,8;2,1;0,51;0,72;17,3;0;0;0;34,2;1,5;0;61,52;2,8;0,2;78,1;75,6;94,8;14,2;21;34,2;34,1;6,4;2.749.514,00;69;13
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2010;2,88;-1,1;0,58;0,72;17,8;0;0;0;40;0,9;0;63,17;2,88;0,5;82,3;76,6;94,1;9,8;28,1;40;36,2;5,6;2.762.739,00;70;15
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2011;2,88;-2,4;0,59;0,72;15,7;0;0;0;39,7;1,1;0;61,75;2,88;0,3;83,3;76,3;93,9;8,9;28,4;39,7;35,6;5;2.582.827,00;69;12
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2012;1,94;-12,4;0,51;0,68;28,6;0;0;0;28,6;5;5,1;45,04;1,94;0;90,3;75,5;94;9,1;8,3;28,6;16,9;4,9;1.186.568,00;66;4
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2013;0,65;-15,4;0,35;0,56;14,2;0;0;0;14,2;1,4;8,8;21,72;0,65;0,1;91,3;75,3;95,2;8,7;-15,6;14,2;-6,2;5,3;-420.085,00;65;4
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2009;2,31;1,8;0,61;0,76;21,5;0;0;0;26,9;1,8;0,3;39,15;2,31;7,4;92,3;76,1;80,9;6,5;9,3;26,9;14;9,4;5.603.250,00;39;33
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2010;2,4;2,7;0,68;0,75;21,3;0;0;0;29,7;1,2;0,4;39,03;2,4;11,2;93,2;74,7;78;2,7;16,4;29,7;15,4;11,9;6.334.534,00;40;23
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2011;2,59;0,1;0,69;0,76;22,6;0;0;0;31,6;1,7;1,8;40,01;2,59;6,6;94,8;77,7;81,8;3;17,6;31,6;17,4;8,6;6.729.548,00;40;23
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2012;2,4;-1,6;0,67;0,73;22,9;0;0;0;30,5;2,1;0,4;40,38;2,4;5,6;94,4;78,7;84,7;2,9;16,5;30,5;16,8;8,9;6.405.245,00;44;18
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2013;2,69;1,8;0,69;0,75;24,8;0;0;0;31,9;1,8;0,7;41,71;2,69;6,2;91,1;79;85,2;3,1;19,1;31,9;19,4;9,2;7.476.400,00;42;21
30783;SSG4;CVO-Alblasserwaard West;2009;1,98;-0,8;0,53;0,74;24,7;0;0;0;24,7;1,2;0,7;32,69;1,98;0,1;83,1;80,6;97,7;9,5;2,6;24,7;12;6;1.557.728,00;44;25
30783;SSG4;CVO-Alblasserwaard West;2010;1,46;-2,6;0,51;0,67;15,9;0;0;0;19,1;1,2;0,1;25,33;1,46;0,1;86,4;82,3;97,7;5,8;-0,1;19,1;5,6;6,1;765.980,00;45;5
30783;SSG4;CVO-Alblasserwaard West;2011;1,73;0,8;0,5;0,68;16,6;0;0;0;18,8;0,6;0,2;26,99;1,73;0,1;82,6;81,5;97,9;6,3;2,5;18,8;8,8;6,2;1.267.740,00;44;4
30783;SSG4;CVO-Alblasserwaard West;2012;1,93;1,2;0,49;0,69;16,7;0;0;0;18,3;1,6;0,9;28,36;1,93;0,1;83,2;82,6;98,1;7,4;3,5;18,3;10,8;6,4;1.723.331,00;43;4
30783;SSG4;CVO-Alblasserwaard West;2013;2,04;-0,7;0,44;0,7;14,1;0;0;0;16;1,5;1,1;28,29;2,04;0,3;81,8;79,7;98,1;9,5;2,2;16;11,6;9,7;2.026.854,00;41;4
30827;SSG1;Stg v Prakt Ond in De Langstr;2009;5,99;18,4;0,67;0,81;14,7;0;0;0;35,4;0,3;0,2;53,07;5,99;1;80,3;91,6;93,1;7,5;35,6;35,4;42,4;8,4;1.202.605,00;31;9
30827;SSG1;Stg v Prakt Ond in De Langstr;2010;3,68;-0,2;0,69;0,78;19,1;39,2;0;0;39,1;0,2;0,5;56,13;3,68;1;91,7;81,2;88,7;5,1;41,1;39,1;28,2;6,5;784.443,00;38;9
30827;SSG1;Stg v Prakt Ond in De Langstr;2011;2,92;-0,9;0,64;0,76;16,9;55,3;0;0;35,3;0;0;54,17;2,92;0,9;100,8;81,3;81,2;6,1;40,7;35,3;21,7;6,3;651.183,00;41;23
30827;SSG1;Stg v Prakt Ond in De Langstr;2012;3,47;-1,1;0,64;0,79;15,5;56,8;0;0;33,7;0,3;0;51,92;3,47;1,4;98,8;81,1;83;7,6;38,1;33,7;22,2;6,3;676.981,00;33;26
30827;SSG1;Stg v Prakt Ond in De Langstr;2013;4,4;7,6;0,67;0,82;25,9;45;0;0;37,3;2;0;55,04;4,4;0,8;95,5;83,5;80,8;8,1;42,1;37,3;27,4;6,6;942.439,00;29;21
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2009;0,78;-0,1;0,64;0,75;17,1;38,4;0;0;27,8;1,7;0;38;0,78;0,6;82,4;78,4;95,3;4,7;8,6;27,8;-2,4;10,6;-340.541,00;40;19
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2010;0,9;-3,5;0,65;0,73;14,8;43,6;0;0;24,8;1;0;36,15;0,9;0,4;83,6;78,9;97,7;2,9;11,3;24,8;-1;9,3;-145.494,00;37;17
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2011;0,53;-4;0,59;0,71;9,8;50,1;0;0;21,5;2,1;0;30,94;0,53;0,3;88,6;82,6;96,9;4,4;7,4;21,5;-4,9;5;-706.096,00;39;8
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2012;0,81;1,1;0,54;0,65;10,5;11,9;0;0;15,5;1,9;0;23,99;0,81;1,2;85,8;83,6;96,4;3,3;1,7;15,5;-1,9;4,6;-280.045,00;36;14
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2013;1,65;4,6;0,51;0,7;14,3;10,8;0;0;15,7;2;0,4;28,87;1,65;0,9;81,6;81,8;95,6;5,9;6,1;15,7;6,1;5,3;978.498,00;34;8
31082;SSG4;KVOA  (Apeldoorn);2009;1,12;3,1;0,68;0,73;38,6;28;0;0;42;6;2,1;55,41;1,11;0,1;77,7;77,2;96,4;3,7;10,5;42;2;5,5;411.760,00;60;17
31082;SSG4;KVOA  (Apeldoorn);2010;0,98;-3,8;0,69;0,72;33,2;9;0;0;36,5;4,5;11,2;35,08;0,96;0,2;78,8;73,6;97;1,6;1,3;36,5;-0,4;5,3;-82.081,00;54;9
31082;SSG4;KVOA  (Apeldoorn);2011;0,48;-2,3;0,66;0,69;28,3;0;0;0;31;4,2;6,5;25,85;0,47;0,1;77;73,7;98,2;1,5;-9,3;31;-7,6;4,6;-1.849.666,00;53;10
31082;SSG4;KVOA  (Apeldoorn);2012;0,52;2;0,67;0,7;27,6;0;0;0;29,7;2,3;4,5;22,07;0,5;0,1;74,9;74,4;97,4;1,3;-7,8;29,7;-6,3;4,5;-1.709.645,00;48;7
31082;SSG4;KVOA  (Apeldoorn);2013;0,98;4,5;0,72;0,75;27,4;0;0;0;31,7;1,8;1,2;24,14;0,96;0,1;73,1;75,3;98,4;1,1;-1,4;31,7;-0,2;4,7;-67.991,00;40;6
31137;SSG4;Holland Accent Onderwijsgroep;2009;1,59;1,2;0,36;0,45;20,3;0;0,9;0,8;40,7;1,6;1,6;43,96;1,59;0,6;81,3;74,3;90,2;10,9;-47,2;40,7;9,9;7,5;5.584.400,00;61;17
31137;SSG4;Holland Accent Onderwijsgroep;2010;1,32;2,4;0,38;0,44;21,1;0;1,1;1;42,5;1,4;1;44,97;1,32;0,2;81,6;75,8;90,7;7,3;-46,8;42,5;6,7;6,9;3.853.811,00;75;16
31137;SSG4;Holland Accent Onderwijsgroep;2011;1,03;-0,9;0,4;0,46;20;0;1,7;1,5;40,6;3,3;3,3;26,11;1,03;0,3;87,8;75,6;86,9;6,1;-52,1;40,6;0,4;7,4;257.345,00;55;10
31137;SSG4;Holland Accent Onderwijsgroep;2012;1,07;-0,4;0,4;0,46;18,4;0;1,7;1,5;38,8;0,8;0,2;24,78;1,07;0,7;87,3;77,1;88,6;6;-47,6;38,8;0,9;6,5;562.963,00;51;8
31137;SSG4;Holland Accent Onderwijsgroep;2013;1,13;0,2;0,4;0,46;17,6;0;1,1;1;36,8;1;0,2;26,76;1,13;0,3;86,4;77,9;90;6,1;-40,4;36,8;2,1;6,6;1.390.000,00;62;8
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2009;0,76;-12,9;0,44;0,72;-5,3;32,1;0;0;25,7;10,7;10,5;47,87;0,74;2,1;79;65,3;93,4;16,1;-12,5;25,7;-3,8;20,1;-892.857,00;60;13
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2010;1,41;-2,5;0,44;0,73;-12,3;0;0;0;26;1;0;48,49;1,39;1,3;82;75,7;94,7;16,7;-10,7;26;6,6;8,1;1.492.253,00;59;11
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2011;1,61;1,5;0,43;0,71;0,3;0;0;0;26,7;2,2;0;52,8;1,59;1,1;78,5;75,3;94,4;17,8;-7,3;26,7;11;8,5;2.557.183,00;66;9
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2012;1,79;2;0,44;0,73;5,3;0;0;0;28,1;4,6;0;53,88;1,78;0,9;77,5;74,9;94,7;18,1;-5,1;28,1;13,3;8,4;3.180.113,00;62;10
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2013;2,37;2,7;0,49;0,79;7,9;0;0;0;29,4;2,9;0;51,14;2,36;1,2;78,9;76,6;94,5;17,8;-0,9;29,4;17;6,8;4.289.216,00;45;18
