BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;LIQUIDITEIT (CURRENT RATIO);RENTABILITEIT;SOLVABILITEIT 1;SOLVABILITEIT 2;ALGEMENE RESERVE / TOTALE BATEN;BELEGGINGEN (T.O.V. EV);CONTRACTACTIVITEITEN / RIJKSBIJDRAGE;CONTRACTACTIVITEITEN / TOTALE BATEN;EIGEN VERMOGEN / TOTALE BATEN;INVESTERING HUISVESTING / TOTALE BATEN;INVESTERINGEN (INVENT.+APP.) / TOTALE BATEN;KAPITALISATIEFACTOR;LIQUIDITEIT (QUICK RATIO);OV. OVERHEIDSBIJDRAGEN / TOT. BATEN;PERSONEEL / RIJKSBIJDRAGEN;PERSONELE LASTEN / TOTALE LASTEN;RIJKSBIJDRAGEN / TOTALE BATEN;VOORZIENINGEN /TOTALE BATEN;WEERSTANDSVERMOGEN (-/- MVA);WEERSTANDSVERMOGEN VO TOTALE BN.;WERKKAPITAAL / TOTALE BATEN;HUISVESTINGSLASTEN / TOTALE LASTEN;WERKKAPITAAL;(KORTL. SCHULDEN / TOTALE BATEN) * 365;(VORDERINGEN / TOTALE BATEN) * 365
42534;SSG4;Stg dr Aletta Jacobs College;2011;0,35;0,2;0,13;0,15;5,2;0;0;0;5,2;0,8;1,2;31,63;0,35;0,7;82,7;80,5;97,2;0,7;-23,1;5,2;-21,8;6,3;-2.636.668,00;123;38
42534;SSG4;Stg dr Aletta Jacobs College;2012;0,46;1,6;0,04;0,04;6,4;0;0;0;6,4;1,4;124,1;33,29;0,46;7,4;82,3;76,4;91,4;0,6;-151,8;6,4;-18,9;4,4;-2.481.410,00;128;33
42534;SSG4;Stg dr Aletta Jacobs College;2013;0,48;1,9;0,05;0,06;8,1;0;0;0;8,1;2,5;0,7;31,51;0,48;8,8;82;74,6;89,3;0,7;-143,5;8,1;-16,4;4,6;-2.222.514,00;116;32
42544;SSG4;Stg VO PC grondslag N-O Polder;2009;1,85;-0,1;0,29;0,69;6,8;0;0;0;17,5;3;0,6;57,95;1,82;0,5;87,5;82,6;94,4;24,2;-2,7;17,5;15,8;4,8;1.644.666,00;68;12
42544;SSG4;Stg VO PC grondslag N-O Polder;2010;1,91;-5,2;0,3;0,68;-2;0;0;0;14,2;1,7;0,4;44,72;1,87;0,6;85,3;78,3;96,6;17,6;-3,9;14,2;13,9;5,1;1.423.060,00;56;9
42544;SSG4;Stg VO PC grondslag N-O Polder;2011;1,85;-2,1;0,28;0,67;-3;0;0;0;11,9;3,1;0;40,03;1,81;0,5;83,4;78,3;95,9;16,3;-4,7;11,9;11,8;4,9;1.221.534,00;50;11
42544;SSG4;Stg VO PC grondslag N-O Polder;2012;2,27;1,5;0,3;0,71;-0,8;0;0;0;12,9;2,2;0,3;41,3;2,22;0;80,3;77,8;95,4;17,8;-2,1;12,9;15,8;5;1.694.844,00;45;10
42544;SSG4;Stg VO PC grondslag N-O Polder;2013;2,26;2,5;0,33;0,72;2,4;0;0;0;14,9;3,1;2;41,79;2,21;0;78,7;77,4;95,9;17,5;-1,4;14,9;16,2;5,6;1.825.695,00;47;9
42549;SSG3;OVO Ede;2009;0,66;-9,4;0,71;0,83;65,1;102,1;0;0;65,9;5;0;93,09;0,66;0,4;95,9;79,9;91,2;11,7;52,6;65,9;-4,1;5,7;-238.640,00;44;29
42549;SSG3;OVO Ede;2010;1,45;-6,1;0,69;0,79;60,4;78;0;0;61,2;1;2,1;80,56;1,45;1,4;86,9;74,6;92,5;8,8;46,5;61,2;7,2;5,6;426.525,00;58;30
42549;SSG3;OVO Ede;2011;1,74;-1,1;0,74;0,83;51,4;61;0;0;51,8;4,6;0;62,13;1,74;0,9;83,1;75;93;6,6;34,7;51,8;8;6,4;496.059,00;40;7
42549;SSG3;OVO Ede;2012;2,06;-0,4;0,76;0,83;47,9;50,1;0;0;48;1,7;0;56,28;2,06;1,1;85,1;77,9;92,8;4,5;32,8;48;11,2;5,3;744.425,00;39;9
42549;SSG3;OVO Ede;2013;2,16;0,1;0,78;0,83;44,3;47,2;0;0;44,3;1,4;0,2;50,24;2,16;1,2;83,3;77,1;93,2;3;30,6;44,3;10,8;5,6;777.675,00;34;8
42555;SSG3;Stg Krimpenerwaard College;2011;1,46;1,7;0,42;0,53;13,9;0;0;0;22;0,9;0;50,8;1,46;9,7;87,5;75,5;84,8;5,8;6,8;22;11,6;6,9;967.412,00;92;28
42555;SSG3;Stg Krimpenerwaard College;2012;1,69;0,3;0,43;0,58;15,2;0;0;0;22,6;0,7;0;50,55;1,69;3,5;87,7;79,6;90,5;7,7;8,1;22,6;15,1;6,9;1.246.605,00;80;6
42555;SSG3;Stg Krimpenerwaard College;2013;1,89;1,4;0,43;0,6;16,5;0;0;0;23,1;1,5;0;51,61;1,89;3,2;86,3;79,6;91;8,6;11,5;23,1;19,1;6,9;1.637.401,00;78;14
42556;SSG4;Stg v Chr VO;2009;1,24;1,9;0,32;0,54;-0,4;0;0;0;11,7;1,8;0;35,02;1,24;0,6;80,9;77,8;94,2;8,4;-3,9;11,7;4;7,3;489.087,00;62;36
42556;SSG4;Stg v Chr VO;2010;1,47;1,3;0,32;0,55;1,1;0;0;0;13,7;1,7;0;41,15;1,47;0,5;79,7;78,5;97,1;9,7;0,3;13,7;9,1;7,1;1.099.498,00;70;36
42556;SSG4;Stg v Chr VO;2011;1,04;0,7;0,05;0,4;1,7;0;0;0;1,7;2,6;0,5;30,83;1,04;0,3;83,2;80,4;96;11;-10,6;1,7;0,8;6,2;101.355,00;68;29
42556;SSG4;Stg v Chr VO;2012;1,28;0,4;0,06;0,45;2,1;0;0;0;2,1;1,3;0;34,11;1,28;0,3;83,5;80,4;95,9;13,2;-8,2;2,1;5,3;6,2;674.174,00;69;28
42556;SSG4;Stg v Chr VO;2013;1,73;5,2;0,18;0,55;7,2;0;0;0;7,2;1,3;0;39,33;1,73;0,3;81,8;82,6;95,7;14,3;-1,5;7,2;12,9;6,4;1.721.581,00;65;25
42568;SSG4;Stg OVO Hoekschewaard;2009;8,11;-17,6;0,79;0,9;0;0;0;0;50,6;4,2;0;64,16;8,11;0;98,5;82,4;98,4;6,9;41,3;50,6;47,5;5,2;5.219.021,00;24;2
42568;SSG4;Stg OVO Hoekschewaard;2010;3,98;-19,5;0,78;0,81;0;0;0;0;39;2,9;0;49,86;3,98;0;105,1;82,9;94,3;1,2;29,4;39;28,9;5,8;3.062.095,00;35;3
42568;SSG4;Stg OVO Hoekschewaard;2011;3,18;0,7;0,73;0,76;34;0;0;0;37,6;0,2;6;45,77;3,18;5,4;89,1;79,9;89;1,6;25,3;37,6;25;6;2.800.225,00;42;4
42568;SSG4;Stg OVO Hoekschewaard;2012;3,68;0;0,63;0,79;31,4;0;0;0;35,4;0,7;0,1;49,94;3,68;5,8;88,9;79,4;89,3;8,7;22,3;35,4;29,6;9,4;3.089.255,00;40;8
42568;SSG4;Stg OVO Hoekschewaard;2013;3,56;-1,1;0,62;0,79;30,4;0;0;0;34,3;3,4;0;49,65;3,56;3;84,3;78,8;94,4;9,5;18,2;34,3;27,7;9,6;2.883.902,00;39;6
42571;SSG5;Stichting Achterhoek VO;2009;0,82;2;0,54;0,68;12,3;38,9;0;0;31,3;3,1;3,1;43,09;0,82;0,7;82,7;79,1;93,7;8,3;-0,3;31,3;-3,3;6;-3.668.375,00;65;21
42571;SSG5;Stichting Achterhoek VO;2010;0,75;-1,8;0,55;0,67;12,7;29,9;0;0;30,4;2,5;6;35,04;0,75;0,6;84,8;79,2;95,1;6,7;-4;30,4;-4;6,7;-4.497.986,00;58;11
42571;SSG5;Stichting Achterhoek VO;2011;0,55;-1,3;0,55;0,66;15,4;20,6;0;0;29,3;1,9;-0,2;34,88;0,55;0,5;85,5;80;94,7;6,1;-10,1;29,3;-7;5,2;-7.846.387,00;57;9
42571;SSG5;Stichting Achterhoek VO;2012;0,5;0,4;0,56;0,67;14,3;12;0;0;29,2;3,4;10,7;24,57;0,5;0,3;84,6;80,5;94,7;5,9;-13;29,2;-7,5;5,2;-8.533.488,00;54;8
42571;SSG5;Stichting Achterhoek VO;2013;0,68;1;0,57;0,69;15,7;11;0;0;29,5;1,8;0,4;24,37;0,68;0,4;83,4;80,2;95,1;6,4;-10,4;29,5;-4,4;5,4;-5.163.448,00;50;8
42575;SSG4;Stg Nuborgh College NW Veluwe;2009;0,81;-1,1;0,6;0,76;26,9;35,2;0;0;35;6,5;0;55,21;0,8;0;83,5;77;93,2;9,2;5,8;35;-2,6;7,5;-434.147,00;49;5
42575;SSG4;Stg Nuborgh College NW Veluwe;2010;1,08;-0,6;0,63;0,75;22,8;35,9;0;0;33,6;1;0;50,73;1,08;0;84,3;80,4;96;6,6;6,6;33,6;1;4,9;169.495,00;47;5
42575;SSG4;Stg Nuborgh College NW Veluwe;2011;1,34;0,2;0,63;0,76;23,6;36,9;0;0;34,1;0,5;0;51,41;1,34;0;84,1;80,9;95,9;7,3;10,3;34,1;4,3;4,6;694.284,00;47;6
42575;SSG4;Stg Nuborgh College NW Veluwe;2012;2,32;0,4;0,62;0,76;23,6;9,9;0;0;34,1;1,1;0;52,27;2,32;0;84,2;81;96;7,8;13,4;34,1;17,1;4,9;2.789.208,00;47;6
42575;SSG4;Stg Nuborgh College NW Veluwe;2013;3;5,9;0,65;0,79;24,8;8,3;0;0;37;1,1;0;54,59;3;0;80,8;82,1;95,7;7,8;20,7;37;24,2;4,9;4.343.323,00;44;10
42590;SSG5;St VO Eemsdelta;2009;0,96;0;0,42;0,55;5,4;0;0;0;14,5;1,4;1,3;29,13;0,96;0,6;84,3;79,9;94,7;4,8;-5,8;14,5;-0,7;5,9;-105.461,00;57;14
42590;SSG5;St VO Eemsdelta;2010;0,58;-3,5;0,46;0,5;3,1;0;0;0;13,3;1,6;0,9;22,41;0,58;0,7;90,1;82,4;94,6;1,2;-7,6;13,3;-6;4,2;-948.224,00;52;11
42590;SSG5;St VO Eemsdelta;2011;0,54;-4,3;0,43;0,46;11,3;0;0;0;11,9;1,3;0,6;21,54;0,54;0,4;91,8;81,1;92,1;0,8;-8,3;11,9;-6,8;4,9;-1.200.168,00;54;26
42590;SSG5;St VO Eemsdelta;2012;0,18;-1,9;0,17;0,22;2,3;0;0;0;3,2;2,4;0,3;13,46;0,18;0;87,2;78,7;91,9;0,9;-13,9;3,2;-11,9;6,1;-2.410.470,00;53;5
42590;SSG5;St VO Eemsdelta;2013;0,65;2,1;0,23;0,39;4,3;0;0;0;5,1;0,3;0,3;17,43;0,65;0;86,8;80,1;90,3;3,4;-9;5,1;-4,7;5,1;-966.395,00;49;8
42595;SSG4;Stichting OSB;2009;4,11;1,3;0,48;0,8;34,9;0;0;0;34,9;1,6;1,3;66,06;4,11;4,4;84,1;77;90,4;23;23,3;34,9;44,1;8,4;5.987.502,00;52;18
42595;SSG4;Stichting OSB;2010;4,02;-2,5;0,48;0,8;34,9;0;0;0;34,9;1,5;2,6;65,15;4,02;2,2;83,5;76,4;93,8;23,8;20,8;34,9;43,4;7,7;5.698.752,00;52;16
42595;SSG4;Stichting OSB;2011;4,21;-0,7;0,45;0,8;31,9;0;0;0;31,9;1;0,3;65,82;4,21;2,8;83,5;77,6;93,5;25,7;20,6;31,9;45;7,4;5.801.904,00;51;29
42595;SSG4;Stichting OSB;2012;3,44;-0,5;0,41;0,75;29,3;0;0;0;29,3;0,4;0,2;66,15;3,44;1,1;83,1;79,2;95,7;24,7;19;29,3;42,9;6,9;5.620.908,00;64;21
42595;SSG4;Stichting OSB;2013;3,89;4,5;0,45;0,78;33,1;0;0;0;33,1;2,9;0;69,28;3,89;1,3;79;78,9;95,3;25;22,4;33,1;46,3;7;6.208.620,00;59;6
42606;SSG1;Stg v Chr Pro N.O Fr.;2012;7,08;10,7;0,88;0,9;45,4;0;0;0;96,6;0,4;0;86,47;7,08;2,2;76,6;79,8;93;3;66,4;96,6;64,8;6;1.616.522,00;39;7
42606;SSG1;Stg v Chr Pro N.O Fr.;2013;10,05;6,5;0,9;0,93;53,3;0;0;0;101,7;1,3;0;90,4;10,05;1,4;81;80,7;93,2;3,7;72,5;101,7;71,2;6,4;1.801.751,00;29;11
42608;SSG3;Stg tot Opr en Insth v Chr VO;2009;1,27;-3,9;0,39;0,56;8;74,7;0;0;27,1;0,9;0,5;57,65;1,27;0;91,3;77,2;87,8;11,6;4,9;27,1;5,7;4,3;410.342,00;76;20
42608;SSG3;Stg tot Opr en Insth v Chr VO;2010;0,66;-6,2;0,5;0,54;8,5;87,3;0;0;30,6;1,1;0;49,37;0,66;0,3;91,3;81,6;94,6;2,1;9,1;30,6;-6,3;3,9;-456.838,00;67;16
42608;SSG3;Stg tot Opr en Insth v Chr VO;2011;0,73;0;0,47;0,5;9,5;61,7;0;0;30;0,7;10,7;42,73;0,73;0,1;86,8;83;95,8;2,1;1,2;30;-6,1;2,1;-454.455,00;84;23
42608;SSG3;Stg tot Opr en Insth v Chr VO;2012;0,75;-0,2;0,5;0,53;10,5;59,9;0;0;28,3;0,7;0,4;36,88;0,75;0,4;86,5;81,3;94,8;2,1;1,9;28,3;-4,6;2,2;-362.161,00;67;16
42608;SSG3;Stg tot Opr en Insth v Chr VO;2013;1,11;2,1;0,52;0,55;13,1;45,4;0;0;29,9;0,6;0;38,63;1,11;0;84,9;82,9;94,9;2,1;5,7;29,9;1,9;2;150.162,00;65;20
42618;SSG4;StOVOS;2009;1,24;0,4;0,18;0,6;6,3;0;0;0;6,3;3,5;0,1;31,92;1,24;4,4;86,2;78,3;90,5;14,9;-6,7;6,3;3,5;6,5;281.075,00;52;11
42618;SSG4;StOVOS;2010;1,24;0,3;0,22;0,57;8,1;0;0;0;8,1;2,9;0;34,33;1,24;2,1;86,5;81;93,4;13,4;-6,2;8,1;3,6;5,5;313.188,00;54;11
42618;SSG4;StOVOS;2011;1,02;1,1;0,24;0,56;8,8;0;0;0;8,8;4;1,3;33,71;1,02;1,6;84,5;80,7;94,5;12,2;-7,7;8,8;0,4;5,2;36.077,00;59;6
42618;SSG4;StOVOS;2012;1,26;2,7;0,3;0,62;10;0;0;0;10,6;1,7;0;32;1,26;1,6;83,3;80,1;93,6;11,1;-3,5;10,6;3,5;6,5;351.595,00;49;7
42618;SSG4;StOVOS;2013;1,51;1,6;0,34;0,65;10,9;0;0;0;11,4;1,4;0,3;30,21;1,51;0,1;83,8;80,3;94,3;10,3;-0,5;11,4;5,8;6,9;644.722,00;42;10
42620;SSG4;Het Baken;2012;0,71;7,5;0,19;0,22;12;0;0;0;12;0,1;0;58,05;0,71;0,3;72,3;76;97,2;1,8;-1,1;12;-14;8,7;-1.131.049,00;175;29
42620;SSG4;Het Baken;2013;1,13;4,8;0,28;0,38;9,6;0;0;0;9,6;0,7;0;33,15;1,13;1,2;79,6;76,3;91,2;3,4;5,4;9,6;2,7;7,6;541.648,00;78;21
42621;SSG4;ZAAM;2012;0,72;3,3;0,14;0,15;12,6;0;0;0;12,6;2,8;0,2;70,76;0,72;6,1;80,1;73,1;88,3;0,5;-29,9;12,6;-14,2;7,9;-6.526.000,00;185;104
42621;SSG4;ZAAM;2013;1,2;5;0,29;0,33;7,2;0;0;0;10,1;1,5;0,1;29,99;1,2;2,6;78,2;74,9;91;1,1;-1,9;10,1;2,9;8,2;3.324.000,00;53;44
42623;SSG5;Stichting OOZ;2009;1,73;-0,1;0,5;0,63;17,1;4,9;0;0;20,5;4,6;0,2;39,98;1,73;1,1;88,9;81,2;91,4;5,2;10,3;20,5;10,9;8;8.848.466,00;55;35
42623;SSG5;Stichting OOZ;2010;1,62;-0,1;0,53;0,64;18,7;5;0;0;20,3;3,3;0,1;37,61;1,62;1,1;89,2;81,8;91,8;4,1;8,8;20,3;8,5;6,7;6.944.202,00;50;29
42623;SSG5;Stichting OOZ;2011;1,33;-0,9;0,57;0,63;18;4,7;0;0;19,1;3;0,5;32,46;1,33;0,9;88,7;81,5;92,7;1,8;6,4;19,1;4,1;6,9;3.378.079,00;45;26
42623;SSG5;Stichting OOZ;2012;1,3;1,4;0,58;0,62;19;0;0;0;19,8;2;0,2;33,21;1,3;0,6;86;81,9;94,1;1,2;7,1;19,8;4;6,9;3.404.038,00;48;19
42623;SSG5;Stichting OOZ;2013;1,59;3,8;0,59;0,63;16,4;0;0;0;20,4;2,4;1;32,76;1,59;0,6;82,4;80,3;93,9;1,2;8,1;20,4;7,6;7,5;6.825.000,00;47;18
42633;SSG4;Stichting Coenecoop College;2009;3,3;-3,7;0,35;0,67;-10,2;0;0;0;14,3;1,5;0;41,12;3,3;3,3;83,2;74,9;93,4;13,2;9,3;14,3;24,8;12,7;2.562.147,00;39;5
42633;SSG4;Stichting Coenecoop College;2010;2,13;1,9;0,52;0,61;-1,7;0;0;0;26,1;1;12,6;37,44;2,13;6,6;84,8;78,8;91,2;4,5;12;26,1;18,4;11;1.913.530,00;60;34
42633;SSG4;Stichting Coenecoop College;2011;2,51;-3,1;0,55;0,68;-2;0;0;0;24,5;1,9;1;33,23;2,51;7,7;87,4;76,9;90,7;6,1;10,9;24,5;18,2;10,9;1.796.014,00;44;45
42633;SSG4;Stichting Coenecoop College;2012;2,31;-3,5;0,41;0,62;19,2;0;0;0;19,2;1,4;0,2;40,57;2,31;8,8;94,6;78,8;86,2;10,2;11,1;19,2;21,3;6,3;2.116.024,00;59;64
42633;SSG4;Stichting Coenecoop College;2013;1,83;-4,2;0,43;0,61;15,4;0;0;0;17,1;3,6;1,7;32,3;1,83;0,3;84,9;77,7;95,3;7,2;4,6;17,1;12,4;6,8;1.114.658,00;55;12
42639;SSG1;Stg. Tjalling Koopmans College;2013;0,56;15,9;-0,12;-0,12;-5;0;0;0;-5;17,5;8,5;32,28;0,56;0;63,1;68,9;91,9;0;-35;-5;-10,7;11,8;-47.259,00;88;14
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2009;3,97;-1,1;0,54;0,76;6;0;0;0;22,7;1,3;0;41,55;3,97;0;82,9;67,5;82,3;9,4;24,2;22,7;29,3;7,7;3.781.315,00;36;12
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2010;3,29;-3,5;0,59;0,73;6,1;0;0;0;22,7;1,4;0;37,75;3,29;1,1;86,5;74,8;89,5;5,1;21,1;22,7;24;3,4;2.916.365,00;38;16
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2011;3,09;-1,4;0,6;0,73;4,3;0;0;0;20,5;3,3;0;33,96;3,09;0,9;84,5;75;90;4,7;16;20,5;19,2;5,8;2.416.390,00;33;19
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2012;2,28;-1,8;0,52;0,65;4,2;0;0;0;18,3;2,6;0;35,08;2,28;0,6;83,7;75,9;92,2;4,8;12;18,3;15,9;6,2;2.045.677,00;45;25
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2013;2,99;4,6;0,58;0,72;5,2;0;0;0;22,4;0,8;0;38,32;2,99;0,7;78,7;77;93,3;5,5;17,2;22,4;21,6;6;2.844.256,00;40;20
42992;SSG5;Stg. Kath. VO Breda e.o.;2009;1,24;0,3;0,44;0,62;13,8;55,7;0;0;15;1;0;29,74;1,24;0;83,5;78,1;91,7;5,9;2,7;15;2,5;4,9;1.374.702,00;38;6
42992;SSG5;Stg. Kath. VO Breda e.o.;2010;0,94;-2,3;0,45;0,55;11,9;50;0;0;15;2,3;0,2;28,93;0,94;0;85,7;78,3;94,2;3,2;1,3;15;-0,7;5,4;-396.739,00;46;3
42992;SSG5;Stg. Kath. VO Breda e.o.;2011;0,69;-4,7;0,36;0,48;7,9;46,1;0;0;9,7;2,6;0,1;23,35;0,69;0;85,5;75,8;92,9;3,3;-5,1;9,7;-3,7;8,1;-2.125.260,00;45;6
42992;SSG5;Stg. Kath. VO Breda e.o.;2012;0,83;2,3;0,42;0,53;10,2;45,1;0;0;11,6;1;0,2;23,99;0,83;0;82,9;77,9;92;3,2;-1,9;11,6;-1,9;6,1;-1.139.802,00;41;6
42992;SSG5;Stg. Kath. VO Breda e.o.;2013;1,09;2,7;0,46;0,58;12,8;38,3;0;0;13,8;1,8;0;26,2;1,09;0;83;77,7;91,2;3,6;0,9;13,8;0,9;5,8;582.079,00;39;10
43239;SSG2;Stg Mgr Frencken;2009;2,09;2,7;0,65;0,79;37,9;0;0;0;39,9;2,4;0;39,23;2,09;0,1;81,3;79,2;94,9;8,3;6,2;39,9;14,2;4,6;1.440.639,00;48;8
43239;SSG2;Stg Mgr Frencken;2010;2,87;2;0,72;0,83;40,1;0;0;0;44;0,8;0;39,94;2,87;0,1;81,8;79,8;95,7;6,6;13;44;19;4,5;1.960.452,00;37;4
43239;SSG2;Stg Mgr Frencken;2011;1,92;0,4;0,59;0,68;30,3;0;0;0;45;1;0;56,1;1,92;0,7;84,2;79,7;94,3;7,1;16;45;22,3;4,4;2.265.628,00;88;6
43239;SSG2;Stg Mgr Frencken;2012;1,94;1,6;0,6;0,69;31,4;0;0;0;45,9;1,9;0;58,17;1,94;0,7;84,9;80,5;93,4;7;16,9;45,9;22,9;4,2;2.363.267,00;88;5
43239;SSG2;Stg Mgr Frencken;2013;2,16;3;0,61;0,7;30,6;0;0;0;49;0,8;0;62,45;2,16;0,7;82,6;80,1;94,1;7,3;22,2;49;28,2;4,6;2.908.516,00;89;7
43591;SSG4;Ver. v. Geref. VO  (R'dam);2009;2,03;-0,2;0,41;0,64;21,5;0;0;0;21,5;3,1;0,6;45,64;2,02;1;80,7;77,5;96,3;12;7,4;21,5;19,1;6,2;1.657.096,00;68;38
43591;SSG4;Ver. v. Geref. VO  (R'dam);2010;1,35;-0,2;0,37;0,5;16,4;0;0;0;16,4;1,4;3,2;37,03;1,35;0,3;75,6;73,7;97,7;6;1,8;16,4;7,8;10,6;726.031,00;82;12
43591;SSG4;Ver. v. Geref. VO  (R'dam);2011;1,7;1,8;0,4;0,57;17,4;0;0;0;18,5;1,8;0;39,68;1,7;0,8;77,2;76,2;96,9;7,9;5,9;18,5;13,7;6,8;1.248.040,00;71;11
43591;SSG4;Ver. v. Geref. VO  (R'dam);2012;1,52;-2,2;0,35;0,5;16,5;0;0;0;16,5;1,9;0;42,28;1,52;1,9;80,8;75,5;95,6;7,2;5,3;16,5;12,3;8,5;1.108.188,00;86;20
43591;SSG4;Ver. v. Geref. VO  (R'dam);2013;1,71;3,1;0,45;0,57;15,8;0;0;0;18,7;2,5;0;37,85;1,71;0,6;76,5;76,9;97,4;5,2;7,7;18,7;12,7;6,3;1.212.961,00;65;12
43837;SSG4;Stg Geref VO Oost-Nederland;2009;0,79;2,1;0,31;0,56;8,8;0;0;0;12,1;1,7;0,2;28,26;0,79;1,3;81,3;76,4;91,9;9,5;-5,4;12,1;-3,6;7,8;-1.005.000,00;62;9
43837;SSG4;Stg Geref VO Oost-Nederland;2010;0,11;-1,7;0,32;0,53;9,2;0;0;0;12,4;4,1;11,3;19,13;0,11;1,1;84;77,2;93,4;8;-17,3;12,4;-16,2;6,5;-4.577.000,00;67;6
43837;SSG4;Stg Geref VO Oost-Nederland;2011;0,18;0,8;0,34;0,56;10;0;0;0;13,1;1,1;2;19,29;0,18;1,2;83,6;78,5;93,1;8,7;-15,6;13,1;-13,8;5,9;-3.956.000,00;62;9
43837;SSG4;Stg Geref VO Oost-Nederland;2012;0,46;0,9;0,37;0,59;10,6;0;0;0;14,6;1,2;0,2;19,33;0,46;1,6;84,7;78,5;91,9;8,9;-14,5;14,6;-8,8;5,5;-2.569.000,00;59;8
43837;SSG4;Stg Geref VO Oost-Nederland;2013;0,83;2,4;0,4;0,61;12,5;0;0;0;16,5;1,5;0,1;26;0,83;1,3;83,3;79;92,6;8,9;-10,2;16,5;-2,4;6;-711.000,00;50;10
45697;SSG1;Stg Kath Prak Ond Amersf;2009;7,38;12,2;0,81;0,87;61;0;0;0;61,1;2;4,4;63,65;7,38;0;76,7;81,5;93,2;4,9;47,5;61,1;51;4,6;1.257.248,00;29;31
45697;SSG1;Stg Kath Prak Ond Amersf;2010;8,13;5,2;0,84;0,89;59,5;0;0;0;59,6;3,9;1,2;59,99;8,13;0,3;84,2;76,8;86,5;3,7;47,4;59,6;46,2;9,6;1.297.993,00;24;35
45697;SSG1;Stg Kath Prak Ond Amersf;2011;6,67;8,4;0,82;0,87;67,4;0;0;0;67,4;2,1;1;70,47;6,67;1;85,8;80,7;86,2;4;55,6;67,4;53;4,6;1.505.592,00;34;49
45697;SSG1;Stg Kath Prak Ond Amersf;2012;7,75;10,1;0,82;0,89;71,6;0;0;0;71,6;1,1;5;72,49;7,75;1,1;85,5;79,4;83,6;6,3;59,5;71,6;56,9;5,9;1.767.543,00;31;31
45697;SSG1;Stg Kath Prak Ond Amersf;2013;9,92;2,5;0,82;0,91;68,7;0;0;0;79,1;0,1;0;81,85;9,92;1,1;89;81,5;89,3;9,3;64,5;79,1;67,6;4,9;1.967.248,00;28;18
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2009;1,44;1,5;0,53;0,62;-0,9;0;0;0;15,4;3,6;0;28,04;1,44;1,1;81,1;78,4;95,2;2,6;2,4;15,4;4,9;5,9;684.269,00;41;12
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2010;1,27;-0,2;0,52;0,55;1,4;0;0;0;17;2,7;0,1;31,34;1,27;1;88,1;83;94,5;0,8;3,5;17;4;5,4;559.224,00;54;11
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2011;1,36;1;0,56;0,58;2,6;0;0;0;17,2;2,4;0;29,61;1,36;1,2;87,2;84,5;96;0,7;4;17,2;4,5;4;659.654,00;46;9
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2012;1,6;4,3;0,56;0,58;2,6;0;0;0;21,1;2,2;0;36,54;1,6;1,3;82,6;82;95;0,7;9,2;21,1;9,4;5,7;1.401.582,00;57;9
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2013;1,95;4,5;0,65;0,66;6;0;0;0;32,6;12,6;3,8;48,39;1,95;1;82;81,6;95;0,9;16;32,6;16,1;6;2.764.742,00;62;27
46632;SSG2;Stg. SGM Kennemer Lyceum;2009;1,4;-2,1;0,04;0,35;1,5;0;0;0;1,5;0,8;0;32,8;1,4;0,1;87,9;80,5;93,5;9,9;-1,2;1,5;6,9;6,3;277.253,00;64;20
46632;SSG2;Stg. SGM Kennemer Lyceum;2010;1,1;-0,2;0,03;0,15;0,7;0;0;0;0,7;0,7;2,7;23,65;1,1;0,1;88,4;82,3;93,3;3,3;-4,3;0,7;1,9;5,3;87.606,00;71;14
46632;SSG2;Stg. SGM Kennemer Lyceum;2011;1,22;2,2;0,11;0,29;2,8;0;0;0;2,8;2,4;0;25,39;1,22;0,1;83,5;78,9;92,3;5,1;-2,9;2,8;3,9;7,7;212.437,00;64;19
46632;SSG2;Stg. SGM Kennemer Lyceum;2012;1,26;3,4;0,19;0,39;3,5;0;0;0;6,1;4,5;0;31,26;1,26;0,1;84,1;80,5;92,4;6,6;-2,5;6,1;5;7,9;292.502,00;71;8
46632;SSG2;Stg. SGM Kennemer Lyceum;2013;1,94;8,8;0,37;0,58;7,4;0;0;0;13,9;1,1;0,5;35,8;1,94;0,1;77,7;79,6;93,4;7,8;7,3;13,9;14,6;7,5;1.011.487,00;57;10
46879;SSG5;Stg. Het Rijnlands Lyceum;2009;0,93;0,6;0,23;0,34;14,7;0;0;0;15,5;2;3,7;38,66;0,93;0;99,5;70,5;70,4;7,3;-34;15,5;-1,9;6,2;-801.167,00;100;43
46879;SSG5;Stg. Het Rijnlands Lyceum;2010;0,75;0,5;0,22;0,28;11,6;0;0;0;13,1;1;2,8;31,5;0,75;0,2;103,8;72,6;69,6;3,5;-36,4;13,1;-7,4;6,6;-3.324.087,00;106;30
