BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
40931;SSG4;Scholen aan Zee;2012;;29.686.819;1.268.206;;621.065;;211.880;7.484.563;829.363;13.986.300;9.487.744;31.787.970;31.787.970;30.955.025;832.945
40931;SSG4;Scholen aan Zee;2013;;24.311.995;1.296.508;;730.114;;369.864;7.976.665;984.820;13.434.900;4.312.096;26.708.481;26.708.481;25.608.503;1.099.978
40936;SSG3;Stg. Strabrechtcollege;2009;;3.353.585;2.436.258;;171.575;;487.632;4.224.831;777.863;;1.446.355;6.449.050;6.449.049;5.789.843;659.207
40936;SSG3;Stg. Strabrechtcollege;2010;;3.185.227;2.509.745;;125.272;;493.666;4.449.695;373.633;;1.490.584;6.313.910;6.313.912;5.694.972;618.938
40936;SSG3;Stg. Strabrechtcollege;2011;;2.891.353;2.613.612;;167.468;;739.003;4.414.635;493.633;;1.503.167;6.411.436;6.411.435;5.504.965;906.471
40936;SSG3;Stg. Strabrechtcollege;2012;;1.046.181;;;110.720;;3.558.518;2.838.950;445.740;;1.430.730;4.715.419;4.715.420;1.046.181;3.669.238
40936;SSG3;Stg. Strabrechtcollege;2013;;983.834;;;203.967;;3.881.927;2.930.921;502.144;;1.636.663;5.069.728;5.069.728;983.834;4.085.894
40956;SSG5;Stg OSG Erasmus;2009;;3.067.394;1.528.125;6.026;483.659;;5.630.591;6.223.434;1.426.514;;3.065.847;10.715.795;10.715.795;4.595.519;6.120.276
40956;SSG5;Stg OSG Erasmus;2010;;2.879.377;1.022.625;5.604;419.127;;6.545.556;6.681.307;1.468.845;;2.722.136;10.872.289;10.872.288;3.902.002;6.970.287
40956;SSG5;Stg OSG Erasmus;2011;;3.341.148;1.525.261;5.636;440.287;;5.257.312;6.424.696;1.633.708;;2.511.240;10.569.644;10.569.644;4.866.409;5.703.235
40956;SSG5;Stg OSG Erasmus;2012;;3.643.618;1.527.775;5.680;443.272;;4.895.722;6.024.697;2.429.277;;2.062.093;10.516.067;10.516.067;5.171.393;5.344.674
40956;SSG5;Stg OSG Erasmus;2013;;4.484.573;505.150;7.040;306.947;;7.096.027;6.599.482;2.142.643;;3.657.612;12.399.737;12.399.737;4.989.723;7.410.014
40995;SSG1;Stichting DaCapo (Sittard);2009;;1.064.606;;3.324;2.321.219;;16.445.934;12.798.895;3.626.402;;3.409.786;19.835.083;19.835.083;1.064.606;18.770.477
40995;SSG1;Stichting DaCapo (Sittard);2010;;1.062.755;;1.615;1.147.993;;15.584.348;12.239.001;2.497.743;;3.059.967;17.796.711;17.796.711;1.062.755;16.733.956
40995;SSG1;Stichting DaCapo (Sittard);2011;;910.939;;851;1.577.795;;13.748.665;11.286.513;2.805.860;;2.145.877;16.238.250;16.238.250;910.939;15.327.311
40995;SSG1;Stichting DaCapo (Sittard);2012;;756.435;;1.498;2.279.105;;12.927.590;10.873.311;3.135.007;;1.956.310;15.964.628;15.964.628;756.435;15.208.193
40995;SSG1;Stichting DaCapo (Sittard);2013;;1.909.958;;3;2.652.039;;11.697.473;10.928.961;3.180.000;;2.150.512;16.259.473;16.259.473;1.909.958;14.349.515
40996;SSG2;Trevianum;2009;2.870;6.559.693;2.023.861;;1.555.900;;2.342.256;4.565.470;2.419.774;2.721.840;2.777.496;12.484.580;12.484.580;8.586.424;3.898.156
40996;SSG2;Trevianum;2010;4.669;6.604.526;2.029.816;;286.562;;1.299.094;3.945.051;1.464.769;2.186.780;2.628.067;10.224.667;10.224.667;8.639.011;1.585.656
40996;SSG2;Trevianum;2011;3.502;6.223.389;2.095.529;;312.958;;1.156.767;3.245.848;1.595.178;2.050.430;2.900.689;9.792.145;9.792.145;8.322.420;1.469.725
40996;SSG2;Trevianum;2012;2.335;5.504.008;1.854.494;;296.396;;3.038.891;3.479.681;2.031.830;1.973.150;3.211.463;10.696.124;10.696.124;7.360.837;3.335.287
40996;SSG2;Trevianum;2013;1.167;5.223.013;2.047.133;;396.197;;4.924.512;4.867.325;2.062.138;1.836.500;3.826.059;12.592.022;12.592.022;7.271.313;5.320.709
41009;SSG5;Stg. VO Kennemerland;2009;;11.832.995;5.894.355;18.874;2.811.066;150.365;4.745.788;14.699.730;3.349.544;;7.404.167;25.453.443;25.453.441;17.727.350;7.726.093
41009;SSG5;Stg. VO Kennemerland;2010;;11.714.467;2.812.587;11.816;2.415.648;503.572;6.355.075;13.091.028;2.917.538;;7.804.599;23.813.165;23.813.165;14.527.054;9.286.111
41009;SSG5;Stg. VO Kennemerland;2011;;11.677.416;2.733.136;12.065;2.489.056;;7.100.588;13.617.511;3.037.605;;7.357.145;24.012.261;24.012.261;14.410.552;9.601.709
41009;SSG5;Stg. VO Kennemerland;2012;;12.186.913;2.097.204;16.042;1.416.849;;9.794.365;14.763.433;2.935.763;;7.812.177;25.511.373;25.511.373;14.284.117;11.227.256
41009;SSG5;Stg. VO Kennemerland;2013;;11.442.311;1.598.367;12.245;1.658.065;;13.880.357;17.698.327;3.095.058;;7.797.960;28.591.345;28.591.345;13.040.678;15.550.667
41021;SSG5;IRIS   (Heemstede);2009;;9.999.897;3.086.541;;1.787.279;;11.643.022;14.228.513;4.348.301;2.231.266;5.708.659;26.516.739;26.516.739;13.086.438;13.430.301
41021;SSG5;IRIS   (Heemstede);2010;;12.868.351;3.071.007;;1.270.868;;8.821.755;14.824.689;2.184.800;3.265.851;5.756.641;26.031.981;26.031.981;15.939.358;10.092.623
41021;SSG5;IRIS   (Heemstede);2011;;12.605.896;2.809.659;;1.597.601;;8.975.859;13.593.069;2.490.491;2.790.913;7.114.542;25.989.015;25.989.015;15.415.555;10.573.460
41021;SSG5;IRIS   (Heemstede);2012;;11.002.751;2.359.975;;1.863.401;;10.285.756;13.756.365;2.484.554;2.555.287;6.715.677;25.511.883;25.511.883;13.362.726;12.149.157
41021;SSG5;IRIS   (Heemstede);2013;;10.386.351;1.840.486;;1.887.133;;13.546.233;15.079.281;3.023.630;2.148.834;7.408.458;27.660.203;27.660.203;12.226.837;15.433.366
41054;SSG4;Stg. KSG VO Best-Oirschot;2009;;4.509.000;1.831.000;39.000;330.000;2.000.000;4.450.000;6.706.000;2.339.000;;4.114.000;13.159.000;13.159.000;6.340.000;6.819.000
41054;SSG4;Stg. KSG VO Best-Oirschot;2010;;7.778.000;1.841.000;43.000;288.000;236.000;136.000;6.319.000;471.000;;3.532.000;10.322.000;10.322.000;9.619.000;703.000
41054;SSG4;Stg. KSG VO Best-Oirschot;2011;;6.320.000;1.212.000;9.000;560.000;455.000;711.000;5.826.000;641.000;;2.800.000;9.267.000;9.267.000;7.532.000;1.735.000
41054;SSG4;Stg. KSG VO Best-Oirschot;2012;;6.201.000;755.000;;291.000;265.000;3.086.000;6.634.000;909.000;;3.055.000;10.598.000;10.598.000;6.956.000;3.642.000
41054;SSG4;Stg. KSG VO Best-Oirschot;2013;;6.160.000;1.596.000;;275.000;150.000;4.109.000;7.953.000;1.144.000;;3.193.000;12.290.000;12.290.000;7.756.000;4.534.000
41063;SSG4;Opb. Stg. SGM Reigersbos;2009;;602.840;1.916.134;;286.797;;4.599.572;5.171.788;1.139.327;;1.094.228;7.405.343;7.405.343;2.518.974;4.886.369
41063;SSG4;Opb. Stg. SGM Reigersbos;2010;;493.274;4.335.483;;348.805;;1.462.878;4.836.239;1.025.957;;778.245;6.640.440;6.640.441;4.828.757;1.811.683
41063;SSG4;Opb. Stg. SGM Reigersbos;2011;;581.028;4.293.093;;543.384;;805.249;4.342.598;1.056.996;;823.160;6.222.754;6.222.754;4.874.121;1.348.633
41063;SSG4;Opb. Stg. SGM Reigersbos;2012;;540.630;3.374.957;;299.979;590.000;997.705;3.903.259;1.090.533;;809.480;5.803.271;5.803.272;3.915.587;1.887.684
41063;SSG4;Opb. Stg. SGM Reigersbos;2013;;359.879;2.750.558;;309.503;600.000;1.554.175;3.695.505;1.060.333;;818.278;5.574.115;5.574.116;3.110.437;2.463.678
41070;SSG3;Ds. Pierson Stg. voor VO;2009;;1.608.675;2.431.156;;324.124;783.372;2.564.880;4.008.641;1.834.725;;1.868.841;7.712.207;7.712.207;4.039.831;3.672.376
41070;SSG3;Ds. Pierson Stg. voor VO;2010;;2.016.485;2.282.367;;396.368;401.769;2.212.204;3.829.416;1.539.884;;1.939.893;7.309.193;7.309.193;4.298.852;3.010.341
41070;SSG3;Ds. Pierson Stg. voor VO;2011;;1.844.943;2.519.152;;313.575;;2.260.190;3.648.505;1.673.316;;1.616.039;6.937.860;6.937.860;4.364.095;2.573.765
41070;SSG3;Ds. Pierson Stg. voor VO;2012;;1.652.266;1.942.789;;292.642;340.202;2.925.029;3.631.677;1.784.074;;1.737.177;7.152.928;7.152.928;3.595.055;3.557.873
41070;SSG3;Ds. Pierson Stg. voor VO;2013;;1.390.087;1.552.199;;450.475;389.486;4.023.249;4.119.113;1.922.529;;1.763.854;7.805.496;7.805.496;2.942.286;4.863.210
41071;SSG5;Stg. LMC Rotterdam;2009;;15.927.173;68.473;;11.126.926;;16.005.148;26.836.947;6.744.734;;9.546.039;43.127.720;43.127.720;15.995.646;27.132.074
41071;SSG5;Stg. LMC Rotterdam;2010;;18.186.871;;;7.901.086;;14.599.296;25.715.987;5.898.191;;9.073.075;40.687.253;40.687.253;18.186.871;22.500.382
41071;SSG5;Stg. LMC Rotterdam;2011;;18.157.716;;;6.274.737;;14.775.984;22.820.020;6.246.793;;10.141.624;39.208.437;39.208.437;18.157.716;21.050.721
41071;SSG5;Stg. LMC Rotterdam;2012;;18.861.088;;;4.152.944;;18.268.179;23.807.402;7.642.982;;9.831.827;41.282.211;41.282.211;18.861.088;22.421.123
41071;SSG5;Stg. LMC Rotterdam;2013;;18.416.867;;;3.364.128;;26.578.528;29.351.078;7.676.141;;11.332.304;48.359.523;48.359.523;18.416.867;29.942.656
41142;SSG5;SEB VO;2009;;800.333;;;308.736;;411.691;-475.968;147.330;333.103;1.516.295;1.520.760;1.520.760;800.333;720.427
41142;SSG5;SEB VO;2010;;679.681;;;161.750;;973.741;-328.051;142.979;238.224;1.762.020;1.815.172;1.815.172;679.681;1.135.491
41142;SSG5;SEB VO;2011;;802.000;;;505.000;;371.000;-135.700;82.500;120.200;1.611.000;1.678.000;1.678.000;802.000;876.000
41142;SSG5;SEB VO;2012;;720.200;;;257.800;;837.600;-71.500;75.000;27.100;1.785.000;1.815.600;1.815.600;720.200;1.095.400
41142;SSG5;SEB VO;2013;;647.400;;;333.500;;2.701.200;1.544.100;99.300;22.500;2.016.200;3.682.100;3.682.100;647.400;3.034.700
41143;SSG4;Stg rsg de Borgen;2009;;11.630.646;;561.747;400.372;;346.199;483.977;1.443.174;152.570;10.859.243;12.938.964;12.938.964;11.630.646;1.308.318
41143;SSG4;Stg rsg de Borgen;2010;;10.989.117;;457.694;509.715;;85.685;1.612.136;438.287;126.182;9.865.606;12.042.211;12.042.211;10.989.117;1.053.094
41143;SSG4;Stg rsg de Borgen;2011;;10.488.833;;411.672;340.179;;56.248;1.697.839;424.834;97.876;9.076.383;11.296.932;11.296.932;10.488.833;808.099
41143;SSG4;Stg rsg de Borgen;2012;;3.011.542;;526.846;535.469;;630.795;2.330.526;374.264;67.513;1.932.349;4.704.652;4.704.652;3.011.542;1.693.110
41143;SSG4;Stg rsg de Borgen;2013;;9.454.085;;579.125;280.850;;1.446.461;3.071.152;129.779;34.940;8.524.650;11.760.521;11.760.521;9.454.085;2.306.436
41152;SSG4;Stg. Openbaar VO Tiel;2009;;8.672.904;;;283.312;;3.082.574;8.213.495;1.230.853;;2.594.442;12.038.790;12.038.790;8.672.904;3.365.886
41152;SSG4;Stg. Openbaar VO Tiel;2010;;8.680.609;;;235.548;;3.028.120;8.500.539;676.001;;2.767.737;11.944.277;11.944.277;8.680.609;3.263.668
41152;SSG4;Stg. Openbaar VO Tiel;2011;;8.615.610;;;345.699;;3.261.892;8.743.719;631.270;;2.848.212;12.223.201;12.223.201;8.615.610;3.607.591
41152;SSG4;Stg. Openbaar VO Tiel;2012;;8.848.510;;;536.963;;2.780.566;8.796.357;612.121;;2.757.561;12.166.039;12.166.039;8.848.510;3.317.529
41152;SSG4;Stg. Openbaar VO Tiel;2013;;8.534.046;;;462.687;;3.304.936;8.942.120;541.822;;2.817.728;12.301.669;12.301.670;8.534.046;3.767.623
41158;SSG1;PC Ver. v. VMBO Harderwijk;2009;;1.725.530;;;891.093;;1.601.956;970.383;1.420.366;;1.827.830;4.218.579;4.218.579;1.725.530;2.493.049
41158;SSG1;PC Ver. v. VMBO Harderwijk;2010;;1.271.449;;;479.964;;1.503.549;1.538.039;70.668;;1.646.260;3.254.962;3.254.967;1.271.449;1.983.513
41158;SSG1;PC Ver. v. VMBO Harderwijk;2011;;3.199.919;18.029;;357.172;;179.525;1.590.756;32.977;;2.130.912;3.754.645;3.754.645;3.217.948;536.697
41158;SSG1;PC Ver. v. VMBO Harderwijk;2012;;4.272.162;8.169;;966.071;;329.346;1.787.186;38.347;;3.750.220;5.575.748;5.575.753;4.280.331;1.295.417
41158;SSG1;PC Ver. v. VMBO Harderwijk;2013;;3.989.472;313;;973.155;;257.777;2.165.507;35.997;;3.019.213;5.220.717;5.220.717;3.989.785;1.230.932
41161;SSG4;St Scholengroep Pontes;2009;;4.866.737;4.048;;2.052.265;;1.460.773;3.663.111;1.209.010;;3.511.704;8.383.823;8.383.825;4.870.785;3.513.038
41161;SSG4;St Scholengroep Pontes;2010;;5.133.060;1.583;;469.808;;2.388.279;3.253.943;927.512;;3.811.275;7.992.730;7.992.730;5.134.643;2.858.087
41161;SSG4;St Scholengroep Pontes;2011;;4.803.591;1.793;;297.542;;2.734.192;3.255.996;1.057.804;;3.523.318;7.837.118;7.837.118;4.805.384;3.031.734
41161;SSG4;St Scholengroep Pontes;2012;;5.001.357;281;;253.996;;9.220.086;3.947.369;1.420.083;;9.108.268;14.475.720;14.475.720;5.001.638;9.474.082
41161;SSG4;St Scholengroep Pontes;2013;;4.607.172;5.514;;521.878;;8.605.915;4.739.874;1.303.756;;7.696.849;13.740.479;13.740.479;4.612.686;9.127.793
41163;SSG1;Ver Insth PraktOnd Leide;2009;;854.854;;;720.558;;2.560.403;3.113.994;377.834;;643.987;4.135.815;4.135.815;854.854;3.280.961
41163;SSG1;Ver Insth PraktOnd Leide;2010;;769.377;;;168.505;;2.597.979;3.043.561;91.355;;400.945;3.535.861;3.535.861;769.377;2.766.484
41163;SSG1;Ver Insth PraktOnd Leide;2011;;655.354;;;120.103;;2.742.043;2.953.061;78.536;;485.903;3.517.500;3.517.500;655.354;2.862.146
41163;SSG1;Ver Insth PraktOnd Leide;2012;;537.290;;;29.001;;2.936.146;2.706.296;184.422;;611.719;3.502.437;3.502.437;537.290;2.965.147
41163;SSG1;Ver Insth PraktOnd Leide;2013;;498.417;;;206.278;;2.776.892;2.520.006;307.103;;654.478;3.481.587;3.481.587;498.417;2.983.170
41164;SSG1;Stg Praktyk Ond Nijmegen;2009;;2.805.331;;;806.143;;2.482.329;4.717.465;296.406;;1.079.932;6.093.803;6.093.803;2.805.331;3.288.472
41164;SSG1;Stg Praktyk Ond Nijmegen;2010;;2.881.790;;;608.525;;3.310.596;5.040.138;221.834;;1.538.939;6.800.911;6.800.911;2.881.790;3.919.121
41164;SSG1;Stg Praktyk Ond Nijmegen;2011;;2.829.647;;;671.135;;3.984.828;5.332.783;202.584;;1.950.243;7.485.610;7.485.610;2.829.647;4.655.963
41164;SSG1;Stg Praktyk Ond Nijmegen;2012;;2.809.567;;;1.016.220;;3.778.866;6.050.708;232.459;394.762;926.724;7.604.653;7.604.653;2.809.567;4.795.086
41164;SSG1;Stg Praktyk Ond Nijmegen;2013;;2.847.335;;;515.950;;4.968.166;6.503.325;232.459;342.568;1.253.099;8.331.451;8.331.451;2.847.335;5.484.116
41195;SSG5;SSVO NOP/Lemsterland;2009;;2.783.882;270.398;52.813;605.431;45.000;3.298.629;2.649.377;1.556.344;45.538;2.804.894;7.056.153;7.056.153;3.054.280;4.001.873
41195;SSG5;SSVO NOP/Lemsterland;2010;;2.475.367;271.855;44.658;458.805;;3.982.242;3.145.944;1.161.094;12.278;2.913.612;7.232.927;7.232.928;2.747.222;4.485.705
41195;SSG5;SSVO NOP/Lemsterland;2011;;2.438.245;309.278;41.846;437.049;;4.882.170;3.452.487;1.404.298;49.989;3.201.814;8.108.588;8.108.588;2.747.523;5.361.065
41195;SSG5;SSVO NOP/Lemsterland;2012;;2.761.368;45.235;42.309;458.878;;5.391.495;3.894.939;1.429.831;100.161;3.274.354;8.699.285;8.699.285;2.806.603;5.892.682
41195;SSG5;SSVO NOP/Lemsterland;2013;;2.411.701;39.259;35.476;451.402;;6.695.394;4.998.161;1.300.710;50.640;3.283.721;9.633.232;9.633.232;2.450.960;7.182.272
41202;SSG3;Stg. SGM VVSO M- & ZO-Ned.;2009;;5.357.954;;;124.175;;2.016.968;2.172.376;718.148;3.259.375;1.349.198;7.499.097;7.499.097;5.357.954;2.141.143
41202;SSG3;Stg. SGM VVSO M- & ZO-Ned.;2010;;5.025.868;;;63.897;;2.501.180;2.028.933;922.516;3.171.875;1.467.621;7.590.945;7.590.945;5.025.868;2.565.077
41202;SSG3;Stg. SGM VVSO M- & ZO-Ned.;2011;;4.841.858;;;200.073;;2.843.390;2.239.091;1.036.485;3.084.375;1.525.370;7.885.321;7.885.321;4.841.858;3.043.463
41202;SSG3;Stg. SGM VVSO M- & ZO-Ned.;2012;;4.705.177;;;181.482;;3.442.427;2.650.732;1.242.483;2.996.875;1.438.996;8.329.086;8.329.086;4.705.177;3.623.909
41202;SSG3;Stg. SGM VVSO M- & ZO-Ned.;2013;;4.579.717;;;193.309;;4.346.379;3.391.617;1.367.475;2.909.375;1.450.938;9.119.405;9.119.405;4.579.717;4.539.688
41203;SSG4;Stg. Ond. Midden-Limburg;2009;;17.034.677;7.000.000;1.855.692;975.002;;11.981.632;28.088.980;2.874.829;289.143;7.594.051;38.847.003;38.847.003;24.034.677;14.812.326
41203;SSG4;Stg. Ond. Midden-Limburg;2010;;19.786.492;7.000.000;5.284;1.356.341;;10.371.766;28.668.879;1.462.823;44.387;8.343.794;38.519.883;38.519.883;26.786.492;11.733.391
