BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
42532;SSG4;STOVOD;2013;;1.004.026;649.138;;486.986;;530.806;923.833;190.031;;1.557.090;2.670.956;2.670.954;1.653.164;1.017.792
42534;SSG4;Stg dr Aletta Jacobs College;2009;;3.578.308;689.315;;1.510.243;;50.161;689.315;95.352;;5.043.360;5.828.027;5.828.027;4.267.623;1.560.404
42534;SSG4;Stg dr Aletta Jacobs College;2010;;3.367.602;;;1.222.850;;213.966;603.881;81.400;;4.119.137;4.804.418;4.804.418;3.367.602;1.436.816
42534;SSG4;Stg dr Aletta Jacobs College;2011;;3.348.121;;;1.245.019;;203.823;631.153;80.300;;4.085.510;4.796.963;4.796.963;3.348.121;1.448.842
42534;SSG4;Stg dr Aletta Jacobs College;2012;;19.006.924;;;1.182.985;;928.774;839.047;74.800;15.611.667;4.593.169;21.118.683;21.118.683;19.006.924;2.111.759
42534;SSG4;Stg dr Aletta Jacobs College;2013;;18.487.866;;;1.198.323;;888.079;1.100.882;91.136;15.073.334;4.308.916;20.574.268;20.574.268;18.487.866;2.086.402
42544;SSG4;Stg VO PC grondslag N-O Polder;2009;;2.085.810;604.436;57.528;331.185;;3.181.108;1.816.508;2.518.404;;1.925.155;6.260.067;6.260.067;2.690.246;3.569.821
42544;SSG4;Stg VO PC grondslag N-O Polder;2010;;1.838.762;;59.653;264.197;;2.659.524;1.455.414;1.806.408;;1.560.314;4.822.136;4.822.136;1.838.762;2.983.374
42544;SSG4;Stg VO PC grondslag N-O Polder;2011;;1.702.941;;63.171;325.671;;2.263.767;1.233.518;1.690.957;;1.431.075;4.355.550;4.355.550;1.702.941;2.652.609
42544;SSG4;Stg VO PC grondslag N-O Polder;2012;;1.604.240;;72.829;295.133;;2.661.625;1.389.496;1.909.588;;1.334.743;4.633.827;4.633.827;1.604.240;3.029.587
42544;SSG4;Stg VO PC grondslag N-O Polder;2013;;1.825.508;;82.337;267.630;;2.922.016;1.677.060;1.974.143;;1.446.288;5.097.491;5.097.491;1.825.508;3.271.983
42549;SSG3;OVO Ede;2009;;1.042.459;3.903.184;;453.496;;1.716;3.822.235;679.132;205.636;693.852;5.400.855;5.400.855;4.945.643;455.212
42549;SSG3;OVO Ede;2010;;1.075.653;2.820.609;;494.065;;875.084;3.616.580;517.850;188.357;942.624;5.265.411;5.265.411;3.896.262;1.369.149
42549;SSG3;OVO Ede;2011;;1.208.346;1.958.645;;123.072;;1.047.605;3.208.461;408.511;46.078;674.618;4.337.668;4.337.668;3.166.991;1.170.677
42549;SSG3;OVO Ede;2012;;1.165.176;1.593.793;;160.516;100.860;1.182.871;3.179.637;294.958;28.799;699.822;4.203.216;4.203.216;2.758.969;1.444.247
42549;SSG3;OVO Ede;2013;;1.131.861;1.504.168;;151.004;488.905;809.131;3.183.850;218.334;11.520;671.365;4.085.069;4.085.069;2.636.029;1.449.040
42555;SSG3;Stg Krimpenerwaard College;2011;;1.356.497;;;653.330;;2.415.515;1.837.889;486.020;;2.101.433;4.425.342;4.425.342;1.356.497;3.068.845
42555;SSG3;Stg Krimpenerwaard College;2012;;1.259.991;;;145.342;;2.917.395;1.867.697;638.899;;1.816.132;4.322.728;4.322.728;1.259.991;3.062.737
42555;SSG3;Stg Krimpenerwaard College;2013;;1.090.626;;;336.412;;3.142.163;1.986.592;741.435;;1.841.174;4.569.201;4.569.201;1.090.626;3.478.575
42556;SSG4;Stg v Chr VO;2009;;1.867.504;79.956;;1.184.459;;1.373.763;1.422.449;1.014.098;;2.069.135;4.505.682;4.505.682;1.947.460;2.558.222
42556;SSG4;Stg v Chr VO;2010;;1.615.561;97.832;;1.173.245;;2.242.364;1.646.435;1.166.456;;2.316.111;5.129.002;5.129.002;1.713.393;3.415.609
42556;SSG4;Stg v Chr VO;2011;;1.449.801;;;968.273;;1.428.220;207.975;1.343.181;;2.295.138;3.846.294;3.846.294;1.449.801;2.396.493
42556;SSG4;Stg v Chr VO;2012;;1.255.613;;;952.289;;2.103.826;264.191;1.665.596;;2.381.941;4.311.728;4.311.728;1.255.613;3.056.115
42556;SSG4;Stg v Chr VO;2013;;1.150.331;;;906.207;;3.187.571;961.610;1.910.302;;2.372.197;5.244.109;5.244.109;1.150.331;4.093.778
42568;SSG4;Stg OVO Hoekschewaard;2009;;1.099.741;;;72.776;;5.880.785;5.564.052;754.709;;734.540;7.053.302;7.053.301;1.099.741;5.953.561
42568;SSG4;Stg OVO Hoekschewaard;2010;;1.190.357;;;77.988;;4.012.505;4.130.088;122.364;;1.028.398;5.280.850;5.280.850;1.190.357;4.090.493
42568;SSG4;Stg OVO Hoekschewaard;2011;;1.693.950;;;116.754;;3.967.584;4.209.837;176.237;108.101;1.284.113;5.778.288;5.778.288;1.693.950;4.084.338
42568;SSG4;Stg OVO Hoekschewaard;2012;;1.610.293;;;223.649;;4.017.075;3.685.092;910.148;104.308;1.151.469;5.851.017;5.851.017;1.610.293;4.240.724
42568;SSG4;Stg OVO Hoekschewaard;2013;;1.785.976;;;177.116;;3.832.301;3.574.732;994.631;100.515;1.125.515;5.795.393;5.795.393;1.785.976;4.009.417
42571;SSG5;Stichting Achterhoek VO;2009;;35.392.376;13.731.996;;6.585.509;;9.657.412;35.098.307;9.268.614;1.089.076;19.911.296;65.367.293;65.367.293;49.124.372;16.242.921
42571;SSG5;Stichting Achterhoek VO;2010;;38.610.081;10.251.140;;3.368.876;;10.132.382;34.265.945;7.553.551;2.543.739;17.999.244;62.362.479;62.362.479;48.861.221;13.501.258
42571;SSG5;Stichting Achterhoek VO;2011;;43.461.606;6.758.087;;2.718.035;;7.065.569;32.786.938;6.860.269;2.726.099;17.629.991;60.003.297;60.003.297;50.219.693;9.783.604
42571;SSG5;Stichting Achterhoek VO;2012;;47.294.097;4.010.676;;2.577.880;;5.864.719;33.284.011;6.756.654;2.730.620;16.976.087;59.747.372;59.747.372;51.304.773;8.442.599
42571;SSG5;Stichting Achterhoek VO;2013;;45.964.947;3.796.879;;2.641.452;;8.207.685;34.433.499;7.503.065;2.661.814;16.012.585;60.610.963;60.610.963;49.761.826;10.849.137
42575;SSG4;Stg Nuborgh College NW Veluwe;2009;;4.945.061;2.958.246;1.538;226.279;;1.569.418;5.849.108;1.534.252;85.800;2.231.382;9.700.542;9.700.542;7.903.307;1.797.235
42575;SSG4;Stg Nuborgh College NW Veluwe;2010;;4.438.179;2.015.582;2.235;213.527;;2.041.230;5.468.473;1.073.408;81.375;2.087.497;8.710.753;8.710.753;6.453.761;2.256.992
42575;SSG4;Stg Nuborgh College NW Veluwe;2011;;3.914.691;2.083.401;1.323;270.506;;2.486.535;5.504.325;1.185.276;2.775;2.064.080;8.756.456;8.756.456;5.998.092;2.758.364
42575;SSG4;Stg Nuborgh College NW Veluwe;2012;;3.465.796;601.552;439;259.418;;4.645.071;5.573.067;1.281.689;1.800;2.115.720;8.972.276;8.972.276;4.067.348;4.904.928
42575;SSG4;Stg Nuborgh College NW Veluwe;2013;;3.081.329;601.552;780;469.691;;6.044.375;6.625.492;1.400.712;;2.171.523;10.197.727;10.197.727;3.682.881;6.514.846
42590;SSG5;St VO Eemsdelta;2009;;3.227.502;;;604.124;;1.809.159;2.342.839;779.202;;2.518.744;5.640.785;5.640.785;3.227.502;2.413.283
42590;SSG5;St VO Eemsdelta;2010;;3.257.305;;;474.207;;841.868;2.117.700;191.381;;2.264.299;4.573.380;4.573.380;3.257.305;1.316.075
42590;SSG5;St VO Eemsdelta;2011;;3.417.516;;;1.238.239;;176.048;2.080.849;136.499;;2.614.455;4.831.803;4.831.803;3.417.516;1.414.287
42590;SSG5;St VO Eemsdelta;2012;;3.221.577;;5.868;299.606;68.312;161.125;636.617;174.490;;2.945.381;3.756.488;3.756.488;3.221.577;534.911
42590;SSG5;St VO Eemsdelta;2013;;2.730.404;;4.340;441.342;68.284;1.277.082;1.062.168;701.841;;2.757.443;4.521.452;4.521.452;2.730.404;1.791.048
42595;SSG4;Stichting OSB;2009;;1.879.442;;;654.648;;7.256.336;4.739.860;3.127.084;;1.923.482;9.790.426;9.790.426;1.879.442;7.910.984
42595;SSG4;Stichting OSB;2010;;2.010.891;;;591.672;;6.996.687;4.580.317;3.129.326;;1.889.607;9.599.250;9.599.250;2.010.891;7.588.359
42595;SSG4;Stichting OSB;2011;;1.619.938;;;1.029.280;;6.577.736;4.107.583;3.314.259;;1.805.112;9.226.954;9.226.954;1.619.938;7.607.016
42595;SSG4;Stichting OSB;2012;;1.450.300;;;770.118;;7.152.883;3.832.405;3.238.803;;2.302.093;9.373.301;9.373.301;1.450.300;7.923.001
42595;SSG4;Stichting OSB;2013;;1.582.316;;;233.934;;8.124.639;4.439.056;3.351.880;;2.149.953;9.940.889;9.940.889;1.582.316;8.358.573
42606;SSG1;Stg v Chr Pro N.O Fr.;2012;;868.205;;;49.931;;1.832.646;2.409.420;75.307;;266.055;2.750.782;2.750.782;868.205;1.882.577
42606;SSG1;Stg v Chr Pro N.O Fr.;2013;;864.362;;;73.426;;1.927.457;2.573.198;92.915;;199.132;2.865.245;2.865.245;864.362;2.000.883
42608;SSG3;Stg tot Opr en Insth v Chr VO;2009;;1.647.167;1.461.473;;389.216;;1.518.419;1.955.606;837.328;726.048;1.497.293;5.016.275;5.016.275;3.108.640;1.907.635
42608;SSG3;Stg tot Opr en Insth v Chr VO;2010;;1.595.952;1.937.987;;317.843;;560.536;2.219.577;154.165;703.359;1.335.217;4.412.318;4.412.318;3.533.939;878.379
42608;SSG3;Stg tot Opr en Insth v Chr VO;2011;;2.139.373;1.370.981;;475.467;200.000;577.831;2.222.731;152.498;680.670;1.707.753;4.763.652;4.763.652;3.510.354;1.253.298
42608;SSG3;Stg tot Opr en Insth v Chr VO;2012;;2.066.460;1.320.780;;342.160;;719.251;2.206.296;160.802;657.981;1.423.572;4.448.651;4.448.651;3.387.240;1.061.411
42608;SSG3;Stg tot Opr en Insth v Chr VO;2013;;1.947.801;1.078.029;;445.013;200.000;909.095;2.374.300;166.400;635.292;1.403.946;4.579.938;4.579.938;3.025.830;1.554.108
42618;SSG4;StOVOS;2009;;1.002.544;440.675;;239.591;;1.201.270;510.141;1.209.252;4.901;1.159.786;2.884.080;2.884.080;1.443.219;1.440.861
42618;SSG4;StOVOS;2010;;1.212.887;440.675;;269.569;;1.346.600;705.698;1.170.398;90.654;1.302.981;3.269.731;3.269.731;1.653.562;1.616.169
42618;SSG4;StOVOS;2011;;1.473.133;440.675;;150.227;;1.364.753;806.265;1.110.540;33.080;1.478.903;3.428.788;3.428.788;1.913.808;1.514.980
42618;SSG4;StOVOS;2012;;1.419.883;440.675;;195.662;;1.522.503;1.082.827;1.129.326;;1.366.570;3.578.723;3.578.723;1.860.558;1.718.165
42618;SSG4;StOVOS;2013;;1.321.321;440.675;;308.850;;1.608.809;1.264.398;1.142.320;;1.272.937;3.679.655;3.679.655;1.761.996;1.917.659
42620;SSG4;Het Baken;2012;52.540;1.050.433;1.136.181;;634.839;;2.089.325;965.367;142.740;;3.855.213;4.963.318;4.963.320;2.239.154;2.724.164
42620;SSG4;Het Baken;2013;36.354;926.972;1.075.990;;1.143.157;;3.632.334;1.906.877;674.087;;4.233.843;6.814.807;6.814.807;2.039.316;4.775.491
42621;SSG4;ZAAM;2012;;17.867.000;5.505.000;;13.072.000;;3.599.000;5.781.000;215.000;10.850.000;23.197.000;40.043.000;40.043.000;23.372.000;16.671.000
42621;SSG4;ZAAM;2013;;13.305.500;5.666.500;;13.499.000;;6.217.000;11.394.000;1.292.000;9.610.000;16.392.000;38.688.000;38.688.000;18.972.000;19.716.000
42623;SSG5;Stichting OOZ;2009;1.900;8.944.139;2.966.177;;7.756.751;;13.202.745;16.563.108;4.197.574;;12.111.030;32.871.712;32.871.712;11.912.216;20.959.496
42623;SSG5;Stichting OOZ;2010;;9.902.905;3.031.218;;6.381.722;;11.833.008;16.513.896;3.364.429;;11.270.528;31.148.853;31.148.853;12.934.123;18.214.730
42623;SSG5;Stichting OOZ;2011;;10.856.131;3.052.101;;5.841.658;;7.769.959;15.778.787;1.507.524;;10.233.538;27.519.849;27.519.849;13.908.232;13.611.617
42623;SSG5;Stichting OOZ;2012;;11.278.254;3.340.761;;4.504.245;;10.104.310;16.958.904;1.064.149;;11.204.517;29.227.570;29.227.570;14.619.015;14.608.555
42623;SSG5;Stichting OOZ;2013;;11.429.000;1.057.000;;4.435.000;;13.970.000;18.198.000;1.113.000;;11.580.000;30.891.000;30.891.000;12.486.000;18.405.000
42633;SSG4;Stichting Coenecoop College;2009;;576.921;;;150.536;;3.526.951;1.476.616;1.362.452;300.000;1.115.340;4.254.408;4.254.408;576.921;3.677.487
42633;SSG4;Stichting Coenecoop College;2010;;1.577.166;;;957.632;;2.655.668;2.717.758;472.938;300.000;1.699.770;5.190.466;5.190.466;1.577.166;3.613.300
42633;SSG4;Stichting Coenecoop College;2011;;1.435.069;;;1.203.644;;1.779.714;2.409.002;597.081;225.000;1.187.344;4.418.427;4.418.427;1.435.069;2.983.358
42633;SSG4;Stichting Coenecoop College;2012;;961.059;;;1.751.592;;1.981.454;1.911.209;1.015.874;150.000;1.617.022;4.694.105;4.694.105;961.059;3.733.046
42633;SSG4;Stichting Coenecoop College;2013;;1.138.042;;;303.538;;2.150.700;1.535.231;642.467;75.000;1.339.580;3.592.280;3.592.278;1.138.042;2.454.238
42639;SSG1;Stg. Tjalling Koopmans College;2013;;119.967;;;16.697;;43.025;-22.292;;95.000;106.981;179.689;179.689;119.967;59.722
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2009;;359.654;;;419.876;;4.636.327;2.932.185;1.208.784;;1.274.888;5.415.857;5.415.857;359.654;5.056.203
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2010;;461.244;;;543.402;;3.645.860;2.761.609;616.000;;1.272.897;4.650.506;4.650.506;461.244;4.189.262
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2011;;762.692;;;657.097;;2.915.672;2.582.287;596.795;;1.156.379;4.335.461;4.335.461;762.692;3.572.769
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2012;;928.011;;;891.083;;2.747.982;2.354.691;618.997;;1.593.388;4.567.076;4.567.076;928.011;3.639.065
42681;SSG4;Ver. Stg. Instandh. Chr. VO;2013;;839.202;;;709.061;;3.565.617;2.961.500;721.958;;1.430.422;5.113.880;5.113.880;839.202;4.274.678
42992;SSG5;Stg. Kath. VO Breda e.o.;2009;;6.836.192;4.556.505;;916.238;;6.177.380;8.177.791;3.245.596;1.344.012;5.718.916;18.486.315;18.486.315;11.392.697;7.093.618
42992;SSG5;Stg. Kath. VO Breda e.o.;2010;;7.535.163;4.099.327;;480.047;;6.005.519;8.206.600;1.751.135;1.280.016;6.882.305;18.120.056;18.120.056;11.634.490;6.485.566
42992;SSG5;Stg. Kath. VO Breda e.o.;2011;;8.224.608;2.551.561;;930.161;;3.884.473;5.535.635;1.899.254;1.216.020;6.939.894;15.590.803;15.590.803;10.776.169;4.814.634
42992;SSG5;Stg. Kath. VO Breda e.o.;2012;;7.990.646;3.124.250;;917.505;;4.638.239;6.928.390;1.894.680;1.152.024;6.695.546;16.670.640;16.670.640;11.114.896;5.555.744
42992;SSG5;Stg. Kath. VO Breda e.o.;2013;;8.060.763;3.293.670;;1.763.520;;5.523.336;8.599.348;2.249.136;1.088.028;6.704.777;18.641.289;18.641.289;11.354.433;7.286.856
43239;SSG2;Stg Mgr Frencken;2009;;3.455.688;;;234.945;;2.528.986;4.052.026;844.301;;1.323.292;6.219.619;6.219.619;3.455.688;2.763.931
43239;SSG2;Stg Mgr Frencken;2010;;3.254.671;;;102.930;;2.907.599;4.538.122;677.001;;1.050.077;6.265.200;6.265.200;3.254.671;3.010.529
43239;SSG2;Stg Mgr Frencken;2011;;3.041.091;;;179.282;;4.546.483;4.580.875;725.844;;2.460.137;7.766.856;7.766.856;3.041.091;4.725.765
43239;SSG2;Stg Mgr Frencken;2012;;3.112.789;;;147.320;;4.718.006;4.747.528;728.528;;2.502.059;7.978.115;7.978.115;3.112.789;4.865.326
43239;SSG2;Stg Mgr Frencken;2013;;2.897.990;;;188.166;;5.224.293;5.051.496;755.010;;2.503.943;8.310.449;8.310.449;2.897.990;5.412.459
43591;SSG4;Ver. v. Geref. VO  (R'dam);2009;;1.247.420;;7.651;904.567;;2.361.431;1.865.128;1.039.388;;1.616.553;4.521.069;4.521.069;1.247.420;3.273.649
43591;SSG4;Ver. v. Geref. VO  (R'dam);2010;;1.357.250;;;299.586;;2.495.455;1.523.659;559.622;;2.069.010;4.152.291;4.152.291;1.357.250;2.795.041
43591;SSG4;Ver. v. Geref. VO  (R'dam);2011;;1.160.760;;;281.550;;2.754.060;1.685.177;723.623;;1.787.570;4.196.370;4.196.370;1.160.760;3.035.610
43591;SSG4;Ver. v. Geref. VO  (R'dam);2012;;1.028.361;;;498.927;;2.735.992;1.485.879;650.670;;2.126.731;4.263.280;4.263.280;1.028.361;3.234.919
43591;SSG4;Ver. v. Geref. VO  (R'dam);2013;;1.064.867;;;307.278;;2.608.666;1.780.708;497.120;;1.702.983;3.980.811;3.980.811;1.064.867;2.915.944
43837;SSG4;Stg Geref VO Oost-Nederland;2009;;4.788.000;2.286.000;;662.000;;3.122.000;3.400.000;2.669.000;;4.789.000;10.858.000;10.858.000;7.074.000;3.784.000
43837;SSG4;Stg Geref VO Oost-Nederland;2010;;8.051.000;2.286.000;;458.000;;117.000;3.497.000;2.263.000;;5.152.000;10.912.000;10.912.000;10.337.000;575.000
43837;SSG4;Stg Geref VO Oost-Nederland;2011;;7.893.000;2.286.000;;675.000;;208.000;3.732.000;2.491.000;;4.839.000;11.062.000;11.062.000;10.179.000;883.000
43837;SSG4;Stg Geref VO Oost-Nederland;2012;;8.143.000;1.286.000;;670.000;;1.496.000;4.259.000;2.601.000;;4.735.000;11.595.000;11.595.000;9.429.000;2.166.000
43837;SSG4;Stg Geref VO Oost-Nederland;2013;;7.836.000;1.286.000;;789.000;;2.643.000;4.981.000;2.680.000;750.000;4.143.000;12.554.000;12.554.000;9.122.000;3.432.000
45697;SSG1;Stg Kath Prak Ond Amersf;2009;;415.591;;;210.255;;1.244.106;1.506.328;120.281;46.230;197.113;1.869.952;1.869.952;415.591;1.454.361
45697;SSG1;Stg Kath Prak Ond Amersf;2010;;521.870;;;272.754;;1.207.270;1.675.024;104.934;39.905;182.031;2.001.894;2.001.894;521.870;1.480.024
45697;SSG1;Stg Kath Prak Ond Amersf;2011;;554.110;;;381.175;;1.390.057;1.913.633;112.490;33.579;265.640;2.325.342;2.325.342;554.110;1.771.232
45697;SSG1;Stg Kath Prak Ond Amersf;2012;;681.228;;;262.185;;1.767.035;2.226.406;195.112;27.253;261.677;2.710.448;2.710.448;681.228;2.029.220
45697;SSG1;Stg Kath Prak Ond Amersf;2013;;625.013;;;146.570;;2.041.105;2.300.087;271.246;20.928;220.427;2.812.688;2.812.688;625.013;2.187.675
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2009;;1.833.322;;;463.464;;1.783.628;2.151.346;366.245;;1.562.823;4.080.414;4.080.414;1.833.322;2.247.092
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2010;;1.908.139;;;404.807;;2.191.543;2.360.607;106.756;;2.037.126;4.504.489;4.504.489;1.908.139;2.596.350
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2011;;1.942.986;;;339.731;;2.167.524;2.499.947;102.693;;1.847.601;4.450.241;4.450.241;1.942.986;2.507.255
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2012;;1.839.070;;;379.482;;3.344.736;3.137.055;103.597;;2.322.636;5.563.288;5.563.288;1.839.070;3.724.218
46594;SSG4;Ver. Chr. VO N&M-Drenthe;2013;;2.975.724;;16.337;1.264.732;;4.383.220;5.592.070;148.396;;2.899.547;8.640.013;8.640.013;2.975.724;5.664.289
46632;SSG2;Stg. SGM Kennemer Lyceum;2009;;102.413;235.883;;214.504;;761.647;59.032;396.517;160.000;698.898;1.314.447;1.314.447;338.296;976.151
46632;SSG2;Stg. SGM Kennemer Lyceum;2010;;216.085;;;168.926;;805.262;32.700;150.991;120.000;886.582;1.190.273;1.190.273;216.085;974.188
46632;SSG2;Stg. SGM Kennemer Lyceum;2011;;295.731;;;274.880;;889.433;153.487;274.681;80.000;951.876;1.460.044;1.460.044;295.731;1.164.313
46632;SSG2;Stg. SGM Kennemer Lyceum;2012;;487.820;;;125.809;;1.302.343;354.682;385.640;40.000;1.135.650;1.915.972;1.915.972;487.820;1.428.152
46632;SSG2;Stg. SGM Kennemer Lyceum;2013;;489.211;;;189.692;;1.900.730;960.619;540.079;;1.078.935;2.579.633;2.579.633;489.211;2.090.422
46879;SSG5;Stg. Het Rijnlands Lyceum;2009;;16.743.775;1.072.059;;4.985.949;;5.781.863;6.588.705;3.100.157;7.325.805;11.568.979;28.583.646;28.583.646;17.815.834;10.767.812
46879;SSG5;Stg. Het Rijnlands Lyceum;2010;;17.319.187;110.046;;3.669.717;;6.078.271;5.912.801;1.580.659;6.611.686;13.072.075;27.177.221;27.177.221;17.429.233;9.747.988
46879;SSG5;Stg. Het Rijnlands Lyceum;2011;;17.249.857;113.378;;2.975.728;;7.672.868;6.717.231;2.111.634;4.486.377;14.696.590;28.011.831;28.011.832;17.363.235;10.648.596
46879;SSG5;Stg. Het Rijnlands Lyceum;2012;;19.274.064;4.150;;3.669.777;;5.196.750;7.605.949;2.760.715;4.931.241;12.846.837;28.144.741;28.144.742;19.278.214;8.866.527
46879;SSG5;Stg. Het Rijnlands Lyceum;2013;;21.099.303;;;5.571.619;;4.048.111;9.878.205;3.130.366;4.311.000;13.399.462;30.719.033;30.719.033;21.099.303;9.619.730
47711;SSG2;Stg. SGM Montessori Lyceum;2009;;1.507.830;348.725;;134.841;;1.890.012;1.486.911;1.311.894;;1.082.696;3.881.408;3.881.501;1.856.555;2.024.853
47711;SSG2;Stg. SGM Montessori Lyceum;2010;;1.338.573;;;55.913;;1.948.218;1.150.925;1.023.452;;1.168.327;3.342.704;3.342.704;1.338.573;2.004.131
47711;SSG2;Stg. SGM Montessori Lyceum;2011;;1.220.493;;;79.860;;1.501.051;999.292;764.272;;1.037.840;2.801.404;2.801.404;1.220.493;1.580.911
47711;SSG2;Stg. SGM Montessori Lyceum;2012;;1.152.279;;;46.894;;1.611.714;1.011.773;537.165;;1.261.949;2.810.887;2.810.887;1.152.279;1.658.608
47711;SSG2;Stg. SGM Montessori Lyceum;2013;;1.031.973;;;98.505;;1.933.405;1.171.614;761.316;;1.130.953;3.063.883;3.063.883;1.031.973;2.031.910
48648;SSG1;Stg. St. Jozef Mavo;2009;;4.880.474;784.828;;254.310;;1.046.166;2.145.985;982.935;;3.836.858;6.965.778;6.965.778;5.665.302;1.300.476
48648;SSG1;Stg. St. Jozef Mavo;2010;;4.667.610;500.000;;190.198;;1.422.702;1.977.621;943.853;;3.859.036;6.780.510;6.780.510;5.167.610;1.612.900
48648;SSG1;Stg. St. Jozef Mavo;2011;;4.568.505;;;202.648;;1.194.987;1.938.650;220.716;;3.806.774;5.966.140;5.966.140;4.568.505;1.397.635
48648;SSG1;Stg. St. Jozef Mavo;2012;;4.522.127;;;231.481;;619.340;1.570.230;254.289;;3.548.429;5.372.948;5.372.948;4.522.127;850.821
48648;SSG1;Stg. St. Jozef Mavo;2013;;4.210.976;;;220.129;;1.122.265;1.750.814;310.192;;3.492.364;5.553.370;5.553.370;4.210.976;1.342.394
49155;SSG4;Stg. Kath. VO Nieuwegein;2009;;3.402.357;794.216;10.456;2.609.341;;6.938.549;9.423.161;517.587;1.055.639;2.758.532;13.754.919;13.754.919;4.196.573;9.558.346
49155;SSG4;Stg. Kath. VO Nieuwegein;2010;;5.593.465;765.854;12.706;645.801;;5.671.297;8.541.925;301.745;1.081.345;2.764.108;12.689.123;12.689.123;6.359.319;6.329.804
49155;SSG4;Stg. Kath. VO Nieuwegein;2011;;6.094.548;737.493;2.719;830.170;;4.216.039;7.684.145;364.673;1.115.610;2.716.541;11.880.969;11.880.969;6.832.041;5.048.928
49155;SSG4;Stg. Kath. VO Nieuwegein;2012;;6.096.982;737.183;3.683;716.102;;4.290.345;7.124.926;299.868;1.403.710;3.015.791;11.844.295;11.844.295;6.834.165;5.010.130
49155;SSG4;Stg. Kath. VO Nieuwegein;2013;;6.126.616;708.821;3.234;745.775;;6.023.404;8.604.943;332.351;1.343.098;3.327.458;13.607.850;13.607.850;6.835.437;6.772.413
49558;SSG1;Stichting VO Amstelveen;2009;;1.206.409;267.541;;211.062;;4.274.713;1.437.212;475.519;1.552.382;2.494.612;5.959.725;5.959.725;1.473.950;4.485.775
49558;SSG1;Stichting VO Amstelveen;2010;;1.762.156;;;494.710;;955.646;479.791;247.850;1.413.199;1.071.672;3.212.512;3.212.512;1.762.156;1.450.356
49558;SSG1;Stichting VO Amstelveen;2011;;1.660.364;;;141.318;;1.659.414;729.049;418.093;1.267.999;1.045.955;3.461.096;3.461.096;1.660.364;1.800.732
49558;SSG1;Stichting VO Amstelveen;2012;;1.926.097;;;99.501;;1.783.672;1.174.679;624.252;887.500;1.122.839;3.809.270;3.809.270;1.926.097;1.883.173
49558;SSG1;Stichting VO Amstelveen;2013;;1.724.604;;;934.258;;1.612.762;1.508.357;823.416;737.500;1.202.351;4.271.624;4.271.624;1.724.604;2.547.020
49701;SSG4;Ver. Chr. VO  (Ermelo);2009;;6.209.723;380.000;;1.293.481;;3.609.055;6.847.087;2.324.861;299.475;2.020.836;11.492.259;11.492.259;6.589.723;4.902.536
49701;SSG4;Ver. Chr. VO  (Ermelo);2010;;6.973.826;380.000;;1.185.350;;2.887.346;6.619.071;1.873.344;290.400;2.643.707;11.426.522;11.426.522;7.353.826;4.072.696
49701;SSG4;Ver. Chr. VO  (Ermelo);2011;;7.108.448;380.000;;354.765;;3.699.323;6.746.255;1.832.082;281.325;2.682.873;11.542.536;11.542.535;7.488.448;4.054.088
49701;SSG4;Ver. Chr. VO  (Ermelo);2012;;7.150.889;;;730.549;;4.500.068;7.580.260;1.933.589;;2.867.657;12.381.506;12.381.506;7.150.889;5.230.617
49701;SSG4;Ver. Chr. VO  (Ermelo);2013;;6.870.192;;;281.968;;5.948.599;8.679.418;1.850.813;;2.570.531;13.100.759;13.100.762;6.870.192;6.230.567
49778;SSG4;Stg. ICVO  (Bovenkarspel);2009;;3.113.687;4.716;611.846;184.062;;8.745.285;8.452.693;1.677.954;83.843;2.445.106;12.659.596;12.659.596;3.118.403;9.541.193
49778;SSG4;Stg. ICVO  (Bovenkarspel);2010;;2.969.235;5.207;476.831;253.338;;9.219.134;9.192.128;1.490.448;77.620;2.163.550;12.923.745;12.923.746;2.974.442;9.949.303
49778;SSG4;Stg. ICVO  (Bovenkarspel);2011;;3.243.473;5.711;379.940;331.736;;8.509.421;7.738.545;2.068.741;191.343;2.471.652;12.470.281;12.470.281;3.249.184;9.221.097
49778;SSG4;Stg. ICVO  (Bovenkarspel);2012;;3.115.576;6.215;312.959;354.737;;7.454.086;7.407.125;1.664.000;125.457;2.046.991;11.243.573;11.243.573;3.121.791;8.121.782
