BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
20DP;20DP00;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;28;26;2;6,8;6,8;6,9
20DP;20DP00;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;5;5;0;6,6;6,6;6,7
20DP;20DP00;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid / Cultuur en Maatschappij;1;1;0;8,2;8,2;8,3
20DP;20DP00;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid / Economie en Maatschappij;1;1;0;7,4;7,8;7,6
20DP;20DP00;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek;4;4;0;6,6;6,6;6,7
20DP;20DP00;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;92;88;4;6,9;6,9;7,1
20DP;20DP01;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;6;6;0;6,8;6,7;7,0
20DP;20DP01;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij;3;2;1;6,2;5,8;6,3
20DP;20DP01;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;20;20;0;6,8;6,5;6,9
20DP;20DP01;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;2;2;0;6,3;5,7;6,3
20DP;20DP01;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek;3;2;1;7,3;7,2;7,4
20DP;20DP01;Stedelyk Gymnasium;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;44;43;1;6,9;6,8;7,1
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;10;8;2;6,3;6,1;6,3
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;40;32;8;6,3;6,3;6,4
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;17;16;1;6,6;6,7;6,6
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;22;19;3;6,4;6,5;6,4
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VMBO;TL;;;61;58;3;6,5;6,5;6,6
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;2;2;0;6,7;5,9;6,3
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;5;5;0;6,4;6,3;6,4
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;9;0;7,2;7,0;7,1
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;12;12;0;6,9;6,5;6,8
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;6;6;0;6,6;6,6;6,7
20EA;20EA00;SGM V Mavo Havo Ath;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;23;22;1;6,8;6,5;6,7
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;2;2;0;6,9;6,7;7,0
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;31;30;1;6,6;6,5;6,7
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;7;7;0;6,6;6,4;6,7
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;1;1;0;6,9;6,8;7,0
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;7;1;6,2;6,1;6,2
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VMBO;TL;;;28;28;0;6,5;6,3;6,5
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;1;1;0;6,3;6,4;6,4
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;16;16;0;6,7;6,4;6,7
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;7,7;7,2;7,6
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;4;4;0;6,7;6,6;6,9
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;1;1;0;6,7;6,1;6,3
20EI;20EI00;Vallei College;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;28;28;0;7,2;6,9;7,2
20EI;20EI01;Vallei College;AMERSFOORT;Utrecht;VMBO;BL;Economie;Handel en Administratie -ISP;21;21;0;6,6;6,3;6,6
20EI;20EI01;Vallei College;AMERSFOORT;Utrecht;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;4;4;0;6,5;6,7;6,6
20EI;20EI01;Vallei College;AMERSFOORT;Utrecht;VMBO;GL;Economie;Handel en Administratie -ISP;6;6;0;7,0;6,2;6,6
20EI;20EI01;Vallei College;AMERSFOORT;Utrecht;VMBO;KL;Economie;Handel en Administratie -ISP;32;32;0;6,7;6,0;6,4
20EI;20EI01;Vallei College;AMERSFOORT;Utrecht;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;6;6;0;6,8;6,3;6,6
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;15;13;2;6,6;5,8;6,5
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;13;11;2;6,5;6,0;6,3
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;4;3;1;6,9;5,8;6,7
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;2;2;0;6,6;5,8;6,4
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;VMBO;TL;;;20;19;1;6,7;6,2;6,6
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;2;2;0;7,3;6,7;7,2
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;7;5;2;6,7;5,8;6,6
20EI;20EI03;Vallei College;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;4;4;0;7,4;5,8;6,9
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;HAVO;;;Cultuur en Maatschappij;6;4;2;6,4;6,3;6,4
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;HAVO;;;Economie en Maatschappij;9;9;0;6,3;6,2;6,3
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;HAVO;;;Natuur en Gezondheid;5;4;1;6,1;6,3;6,3
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;HAVO;;;Natuur en Techniek;3;2;1;6,1;6,8;6,4
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;20;20;0;6,5;6,7;6,7
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;20;20;0;6,9;6,5;6,8
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;29;28;1;6,3;6,1;6,4
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;27;27;0;6,5;6,5;6,7
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;1;1;0;6,6;6,2;6,3
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;50;48;2;6,4;6,0;6,4
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VMBO;TL;;;58;54;4;6,3;6,2;6,4
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VWO;;;Cultuur en Maatschappij;1;1;0;7,3;6,9;7,0
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VWO;;;Economie en Maatschappij;4;3;1;6,3;5,5;6,2
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VWO;;;Natuur en Gezondheid;1;1;0;6,2;5,7;6,2
20EK;20EK00;Opb SGM Vellesan College;VELSEN;Noord-Holland;VWO;;;Natuur en Techniek;1;1;0;7,0;6,7;6,7
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Cultuur en Maatschappij;36;23;13;6,1;5,9;6,0
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Economie en Maatschappij;69;45;24;5,9;5,9;6,0
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;14;1;6,2;6,1;6,2
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Natuur en Gezondheid;33;24;9;6,0;5,9;6,1
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Natuur en Techniek;14;10;4;6,1;5,6;6,1
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;11;5;6,3;6,0;6,2
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VMBO;TL;;;74;64;10;6,4;6,1;6,4
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VWO;;;Cultuur en Maatschappij;26;20;6;6,5;5,7;6,1
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij;13;11;2;6,5;5,8;6,3
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;37;21;16;6,3;5,6;6,0
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VWO;;;Natuur en Gezondheid;23;16;7;6,3;5,5;6,1
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VWO;;;Natuur en Techniek;11;8;3;6,4;5,8;6,4
20EM;20EM00;H N Werkman College;GRONINGEN;Groningen;VWO;;;Natuur en Techniek / Natuur en Gezondheid;35;27;8;6,5;6,0;6,4
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Cultuur en Maatschappij;5;5;0;6,5;6,3;6,5
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Economie en Maatschappij;34;32;2;6,1;6,3;6,4
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,6;6,3;6,6
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Natuur en Gezondheid;10;9;1;6,2;6,4;6,5
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Natuur en Techniek;3;2;1;6,1;6,5;6,7
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;10;1;6,4;6,6;6,7
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;BL;Economie;Consumptief Breed -ISP;3;3;0;6,9;7,4;7,2
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;BL;Economie;Handel en Administratie -ISP;6;4;2;6,1;6,7;6,2
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;10;10;0;6,5;5,8;6,4
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;9;7;2;6,1;6,1;6,1
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;BL;Techniek;Techniek Breed -ISP;1;1;0;6,0;5,3;5,8
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;1;1;0;6,1;7,1;6,0
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;KL;Economie;Consumptief Breed -ISP;3;3;0;6,0;6,0;6,2
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;KL;Economie;Handel en Administratie -ISP;5;5;0;6,3;6,3;6,5
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;12;11;1;6,1;6,1;6,2
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;KL;Techniek;Techniek Breed -ISP;3;3;0;6,2;6,2;6,3
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;7;7;0;6,6;6,0;6,6
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VMBO;TL;;;36;35;1;6,5;6,3;6,5
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VWO;;;Cultuur en Maatschappij;1;1;0;6,1;6,4;6,4
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij;8;6;2;6,2;6,3;6,5
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,4;6,6;6,9
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VWO;;;Natuur en Gezondheid;5;5;0;6,3;6,0;6,4
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VWO;;;Natuur en Techniek;5;4;1;6,6;6,0;6,7
20EM;20EM03;H N Werkman College;GRONINGEN;Groningen;VWO;;;Natuur en Techniek / Natuur en Gezondheid;18;16;2;6,4;6,1;6,5
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;HAVO;;;Cultuur en Maatschappij;27;25;2;6,3;6,4;6,6
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;HAVO;;;Economie en Maatschappij;43;40;3;6,3;6,3;6,5
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;11;0;6,6;6,7;6,8
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;HAVO;;;Natuur en Gezondheid;19;17;2;6,6;6,3;6,5
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek;3;3;0;6,8;6,9;6,9
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;21;20;1;6,5;6,4;6,6
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VMBO;TL;;;78;74;4;6,5;6,1;6,4
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VWO;;;Cultuur en Maatschappij;10;10;0;6,9;6,7;6,9
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij;6;5;1;6,4;5,6;6,4
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;7,4;7,0;7,3
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VWO;;;Natuur en Gezondheid;4;4;0;6,5;6,4;6,7
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek;2;2;0;6,6;6,4;6,7
20EO;20EO00;Stedelijke SGM Nijmegen;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;24;20;4;6,7;6,2;6,7
20ER;20ER00;Zernike College;GRONINGEN;Groningen;HAVO;;;Cultuur en Maatschappij;30;29;1;6,3;6,4;6,5
20ER;20ER00;Zernike College;GRONINGEN;Groningen;HAVO;;;Economie en Maatschappij;84;71;13;6,3;6,3;6,4
20ER;20ER00;Zernike College;GRONINGEN;Groningen;HAVO;;;Natuur en Gezondheid;39;34;5;6,2;6,3;6,3
20ER;20ER00;Zernike College;GRONINGEN;Groningen;HAVO;;;Natuur en Techniek;15;15;0;6,6;6,9;6,8
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VMBO;BL;Techniek;Grafische Techniek;5;5;0;6,7;6,6;6,7
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VMBO;BL;Techniek;Techniek Breed -ISP;9;8;1;6,1;6,3;6,4
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VMBO;KL;Techniek;Grafische Techniek;16;15;1;6,4;6,1;6,4
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VMBO;KL;Techniek;Techniek Breed -ISP;6;6;0;6,2;6,4;6,4
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VMBO;TL;;;131;127;4;6,4;6,1;6,4
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VWO;;;Cultuur en Maatschappij;10;7;3;6,5;6,0;6,5
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VWO;;;Economie en Maatschappij;59;51;8;6,4;6,1;6,4
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VWO;;;Natuur en Gezondheid;50;48;2;6,6;6,4;6,7
20ER;20ER00;Zernike College;GRONINGEN;Groningen;VWO;;;Natuur en Techniek;27;26;1;6,7;6,8;6,8
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;HAVO;;;Cultuur en Maatschappij;14;12;2;6,4;6,1;6,3
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;HAVO;;;Economie en Maatschappij;49;45;4;6,5;6,4;6,5
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;HAVO;;;Natuur en Gezondheid;9;9;0;6,6;6,0;6,6
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;HAVO;;;Natuur en Techniek;18;16;2;6,3;6,5;6,4
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;12;1;6,3;6,4;6,5
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VWO;;;Cultuur en Maatschappij;7;7;0;6,6;6,0;6,6
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VWO;;;Economie en Maatschappij;11;10;1;6,8;6,5;7,0
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,8;6,6;6,9
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VWO;;;Natuur en Gezondheid;6;5;1;6,3;5,9;6,5
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VWO;;;Natuur en Techniek;8;8;0;6,9;6,6;7,0
20EY;20EY00;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;14;14;0;6,7;6,3;6,7
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;25;25;0;6,4;6,5;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Economie;Mode en Commercie;4;4;0;6,7;6,8;6,8
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;5;5;0;6,6;6,2;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Techniek;Bouwtechniek;34;34;0;6,5;6,5;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Techniek;Elektrotechniek;9;9;0;6,4;7,0;6,7
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Techniek;Metaaltechniek;9;9;0;6,3;6,4;6,4
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;12;12;0;6,9;6,7;6,9
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;9;9;0;6,6;6,1;6,7
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;GL;Economie;Technologie Orientatie;3;3;0;6,5;6,1;6,3
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;GL;Techniek;Technologie Orientatie;1;1;0;6,3;5,6;6,0
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;2;2;0;6,1;5,9;6,2
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;42;42;0;6,4;6,2;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Economie;Mode en Commercie;9;9;0;6,9;6,4;6,9
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;21;20;1;6,6;6,1;6,5
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Techniek;Bouwtechniek;19;18;1;6,7;6,0;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Techniek;Elektrotechniek;15;14;1;6,5;6,4;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Techniek;Metaaltechniek;8;7;1;6,6;6,8;6,9
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;24;24;0;6,7;6,1;6,7
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;12;11;1;6,7;6,1;6,6
20EY;20EY07;Scholengroep Krommenie;ZAANSTAD;Noord-Holland;VMBO;TL;;;142;132;10;6,7;6,4;6,7
20FC;20FC00;Saenredam College;ZAANSTAD;Noord-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;4;3;1;6,1;5,5;6,0
20FC;20FC00;Saenredam College;ZAANSTAD;Noord-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;14;14;0;6,9;6,1;6,7
20FC;20FC00;Saenredam College;ZAANSTAD;Noord-Holland;VMBO;TL;;;149;124;25;6,5;6,0;6,4
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;31;28;3;6,4;6,0;6,3
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;HAVO;;;Economie en Maatschappij;53;48;5;6,5;6,2;6,5
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;HAVO;;;Natuur en Gezondheid;20;16;4;6,4;6,2;6,4
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;HAVO;;;Natuur en Techniek;5;5;0;6,7;7,0;6,7
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;9;1;6,6;6,5;6,6
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VMBO;TL;;;111;103;8;6,3;6,2;6,4
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;8;6;2;6,3;5,7;6,3
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VWO;;;Economie en Maatschappij;11;10;1;6,7;6,6;6,9
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;7,4;6,9;7,3
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VWO;;;Natuur en Gezondheid;7;5;2;6,2;5,6;6,3
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VWO;;;Natuur en Techniek;4;4;0;6,5;6,1;6,6
20FR;20FR00;Penta College;SPIJKENISSE;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;6,4;6,1;6,5
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;23;21;2;6,2;6,1;6,2
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;HAVO;;;Economie en Maatschappij;80;66;14;6,3;6,3;6,4
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;7,3;7,3;7,1
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;HAVO;;;Natuur en Gezondheid;15;12;3;6,1;6,1;6,2
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;HAVO;;;Natuur en Techniek;13;13;0;6,5;6,8;6,4
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;23;20;3;6,4;6,6;6,5
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;VMBO;TL;;;100;83;17;6,3;5,9;6,2
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;6;6;0;6,5;6,3;6,6
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;VWO;;;Economie en Maatschappij;18;14;4;6,6;6,3;6,7
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;8;2;6,7;6,0;6,6
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;VWO;;;Natuur en Gezondheid;5;4;1;6,1;5,7;6,2
20FR;20FR02;Penta Coll.- Scala Rietvelden;SPIJKENISSE;Zuid-Holland;VWO;;;Natuur en Techniek;10;9;1;6,5;6,1;6,7
